sno,district,mandal,village,temp_id,long_gis,lat_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
941,WANAPARTHY,Atmakuru,Atmakuru,1808,77.81,16.34,316,premonsoon 2022,7.53,1757,1124,0,180,330,0.91,113.5,207,232,11,40,83,440,4.81,C3S1,-5.20,P.S.
942,WANAPARTHY,Ghanpur,Ghanapur,1809,78.05,16.56,414,premonsoon 2022,7.60,828,530,0,90,160,0.53,3.7,109,72,2,32,49,280,1.87,C3S1,-3.80,P.S.
943,WANAPARTHY,Ghanpur,Kamaluddinpur,1810,78.02,16.61,389,premonsoon 2022,8.08,1154,739,0,300,190,1.48,0.5,39,182,1,16,44,220,5.34,C3S1,1.60,MR
944,WANAPARTHY,Gopalpet,Gopalpet,1811,78.13,16.38,433,premonsoon 2022,7.50,1828,1170,0,150,390,0.62,82.5,156,263,33,48,49,320,6.39,C3S2,-3.40,P.S.
945,WANAPARTHY,Gopalpet,Yedutla,1812,78.18,16.36,425,premonsoon 2022,7.94,814,521,0,220,120,1.18,14.2,89,73,1,16,73,340,1.72,C3S1,-2.40,P.S.
946,WANAPARTHY,Kothakota,Kanaipally,1813,77.96,16.39,327,premonsoon 2022,7.40,1270,813,0,50,260,0.44,26.2,194,134,10,72,39,340,3.16,C3S1,-5.80,P.S.
947,WANAPARTHY,Kothakota,Madnapur,1814,77.87,16.38,310,premonsoon 2022,7.57,1213,776,0,130,200,0.92,6.1,214,194,7,24,39,220,5.69,C3S1,-1.80,P.S.
948,WANAPARTHY,Pangal,Pangal,1815,78.10,16.25,354,premonsoon 2022,7.93,650,416,0,180,50,1.19,18.6,58,70,2,40,19,180,2.27,C2S1,0.00,P.S.
949,WANAPARTHY,Pebbair,Ayyavaripalli,1816,78.02,16.12,276,premonsoon 2022,7.75,956,612,0,130,160,0.94,25.1,110,110,2,16,53,260,2.97,C3S1,-2.60,P.S.
950,WANAPARTHY,Wanaparthy,Peddagudem,4014,78.00,16.31,,premonsoon 2022,7.89,1030,659,0,160,160,0.93,0.5,189,167,3,24,39,220,4.90,C3S1,-1.20,P.S.
951,WANAPARTHY,Peddamandadi,Peddamandadi,1817,78.03,16.43,374,premonsoon 2022,7.98,1029,659,0,190,170,1.10,0.3,161,188,3,16,39,200,5.78,C3S1,-0.20,P.S.
952,WANAPARTHY,Weepangandla,Sanginonipally,1818,78.16,16.14,315,premonsoon 2022,7.65,546,349,0,200,30,1.24,18.7,66,77,2,16,29,160,2.65,C2S1,0.80,P.S.
953,WARANGAL (R) ,Atmakur,Atmakur,1819,79.74,18.07,236,premonsoon 2022,8.31,1565,1002,30,360,210,0.90,50.1,54,138,7,72,77.79,500,2.68,C3S1,-2.20,P.S.
954,WARANGAL (R) ,Chennaraopet,Chennaraopet,1820,79.87,17.88,231,premonsoon 2022,8.32,1681,1076,30,410,190,2.21,72.1,49,154,9,80,72.93,500,2.99,C3S1,-1.20,P.S.
955,WARANGAL (R) ,Damera,Damera,1821,79.64,18.06,257,premonsoon 2022,8.29,1869,1196,0,340,240,0.75,262.9,59,174,10,88,92.38,600,3.09,C3S1,-5.20,P.S.
956,WARANGAL (R) ,Duggondi,Duggondi,1822,79.81,18.02,237,premonsoon 2022,8.11,850,544,0,280,90,0.80,0.8,31,75,5,48,38.90,280,1.95,C3S1,0.00,P.S.
957,WARANGAL (R) ,Geesgonda,Geesgonda,1823,79.70,17.96,256,premonsoon 2022,8.31,582,372,30,140,60,2.62,6.2,20,49,2,32,24.31,180,1.59,C2S1,-0.20,P.S.
958,WARANGAL (R) ,Geesgonda,Vanchanagiri,1824,79.69,17.95,266,premonsoon 2022,8.30,1356,868,20,320,170,1.75,69.1,43,125,8,64,63.21,420,2.65,C3S1,-1.60,P.S.
959,WARANGAL (R) ,Khanapur,Khanapur,1825,79.93,17.90,232,premonsoon 2022,8.33,1152,737,30,280,140,2.26,4.2,42,104,6,56,48.62,340,2.45,C3S1,-0.60,P.S.
960,WARANGAL (R) ,Nallabelli,Narakkapet,1826,79.89,18.01,244,premonsoon 2022,8.16,1782,1140,0,400,250,3.41,45.1,56,169,10,80,72.93,500,3.29,C3S1,-2.00,P.S.
961,WARANGAL (R) ,Narasampet,Narasampet,1827,79.89,17.92,235,premonsoon 2022,8.34,1235,790,30,280,160,2.28,40.1,41,112,6,64,53.48,380,2.50,C3S1,-1.40,P.S.
962,WARANGAL (R) ,Nekkonda,Ameenpet,1828,79.80,17.81,215,premonsoon 2022,8.36,1362,872,30,300,170,2.24,93.2,46,123,7,72,63.21,440,2.55,C3S1,-2.20,P.S.
963,WARANGAL (R) ,Nekkonda,Nagaram,1829,79.89,17.76,211,premonsoon 2022,8.05,983,629,0,240,120,0.55,30.6,35,81,4,56,38.90,300,2.03,C3S1,-1.20,P.S.
964,WARANGAL (R) ,Parkal,Cherlapally,1830,79.61,18.23,201,premonsoon 2022,8.31,941,602,30,200,130,0.27,32.4,34,72,3,40,53.48,320,1.75,C3S1,-1.80,P.S.
965,WARANGAL (R) ,Parkal,Nadikuda,1831,79.64,18.19,217,premonsoon 2022,8.28,655,419,0,170,90,0.31,5.4,26,51,2,32,34.03,220,1.50,C2S1,-1.00,P.S.
966,WARANGAL (R) ,Parkal,Parkal,1832,79.64,18.20,216,premonsoon 2022,8.33,2464,1577,40,487,320,0.92,200.1,88,224,12,104,126.41,780,3.49,C4S1,-5.06,P.S.
967,WARANGAL (R) ,Parvathagiri,Annaram shariff,1833,79.72,17.68,210,premonsoon 2022,8.32,758,485,30,170,80,1.54,37.2,32,65,3,40,34.03,240,1.82,C3S1,-0.80,P.S.
968,WARANGAL (R) ,Parvathagiri,Parvathagiri,1834,79.72,17.74,230,premonsoon 2022,8.30,1055,675,30,230,140,0.76,28.6,38,95,6,56,43.76,320,2.31,C3S1,-1.20,P.S.
969,WARANGAL (R) ,Rayaparthy,Kondur,1835,79.61,17.71,231,premonsoon 2022,8.28,1560,998,0,380,210,0.75,29.6,50,140,8,72,68.07,460,2.84,C3S1,-1.60,P.S.
970,WARANGAL (R) ,Rayaparthy,Rayaparthy,1836,79.55,17.69,250,premonsoon 2022,8.07,1434,918,0,330,190,1.07,77.1,48,138,8,64,63.21,420,2.93,C3S1,-1.80,P.S.
971,WARANGAL (R) ,Sangem,Sangem,1837,79.71,17.88,250,premonsoon 2022,7.93,1405,899,0,340,190,0.52,33.6,49,136,7,64,58.34,400,2.96,C3S1,-1.20,P.S.
972,WARANGAL (R) ,Sangem,Theegarajupally,1838,79.71,17.83,258,premonsoon 2022,8.31,768,492,30,140,80,0.61,83.5,32,67,3,40,34.03,240,1.88,C3S1,-1.40,P.S.
973,WARANGAL (R) ,Shayampet,Pathipaka(Abendent),1840,79.76,18.12,217,premonsoon 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,WARANGAL (R) ,Wardhannapet,Wardhannapet,1839,79.58,17.77,245,premonsoon 2022,8.22,885,566,0,240,110,0.67,37.6,33,75,5,48,43.76,300,1.88,C3S1,-1.20,P.S.
975,WARANGAL (U),Bheemadevarapallly,Gatla Narsingapur,1841,79.33,18.09,320,premonsoon 2022,8.22,1881,1204,0,430,290,1.17,21.1,87,180,11,72,97.24,580,3.25,C3S1,-3.00,P.S.
976,WARANGAL (U),Bheemadevarapallly,Kothapally,1842,79.39,18.08,296,premonsoon 2022,8.32,1218,780,40,280,160,2.87,10.3,62,115,3,56,58.34,380,2.57,C3S1,-1.20,P.S.
977,WARANGAL (U),Bheemadevarapallly,Vangara,1843,79.35,18.13,291,premonsoon 2022,8.14,896,573,0,190,130,1.23,56.4,37,75,2,32,53.48,300,1.88,C3S1,-2.20,P.S.
978,WARANGAL (U),Dharmasagar,Dharmapuri,1844,79.46,17.89,293,premonsoon 2022,8.16,1399,895,0,310,210,1.60,53.3,62,133,5,64,68.07,440,2.76,C3S1,-2.60,P.S.
979,WARANGAL (U),Dharmasagar,Narayanagiri,1845,79.38,17.99,318,premonsoon 2022,8.31,1040,666,30,220,150,0.91,30.6,46,91,4,40,58.34,340,2.15,C3S1,-1.80,P.S.
980,WARANGAL (U),Dharmasagar,Velair,1846,79.34,18.01,341,premonsoon 2022,8.09,2098,1343,0,460,300,0.74,114.3,75,189,4,72,121.55,680,3.15,C3S1,-4.40,P.S.
981,WARANGAL (U),Elkathurthy,Elkathurthy,1847,79.44,18.09,259,premonsoon 2022,8.35,1587,1016,60,380,210,7.65,0.4,55,144,3,64,87.52,520,2.75,C3S1,-1.60,P.S.
982,WARANGAL (U),Hanamkonda,Hanumkonda,1848,79.56,18.00,261,premonsoon 2022,8.24,1057,676,0,260,150,1.39,30.0,49,102,2,40,58.34,340,2.41,C3S1,-1.60,P.S.
983,WARANGAL (U),Hanamkonda,Mamnoor,1849,79.60,17.91,272,premonsoon 2022,8.30,1331,852,30,210,180,1.93,141.5,47,124,8,64,58.34,400,2.70,C3S1,-3.20,P.S.
984,WARANGAL (U),Hasanparthi,Seethampet,1850,79.52,18.08,244,premonsoon 2022,8.32,1820,1165,40,310,250,1.41,177.6,76,196,9,64,87.52,520,3.74,C3S1,-3.40,P.S.
985,WARANGAL (U),Invaolu,Panthini,1851,79.61,17.85,247,premonsoon 2022,8.29,607,388,0,190,60,1.04,2.4,21,56,2,24,29.17,180,1.82,C2S1,0.20,P.S.
986,WARANGAL (U),Invaolu,Punnelu,1852,79.59,17.87,264,premonsoon 2022,8.16,630,403,0,190,70,1.06,2.2,23,46,2,32,34.03,220,1.35,C2S1,-0.60,P.S.
987,WARANGAL (U),Kamalapur,Kamalapur,1854,79.52,18.18,233,premonsoon 2022,8.34,1513,968,50,350,190,3.19,31.4,63,145,6,56,77.79,460,2.94,C3S1,-1.20,P.S.
988,WARANGAL (U),Kamalapur,Shanigaram,1853,79.60,18.18,218,premonsoon 2022,8.33,2116,1354,50,440,310,0.61,58.4,87,226,5,88,92.38,600,4.01,C3S1,-2.20,P.S.
989,WARANGAL (U),warangal,Charbowli,1855,79.61,17.98,263,premonsoon 2022,8.35,720,461,40,190,80,0.80,8.1,30,66,3,40,34.03,240,1.85,C2S1,-0.20,P.S.
990,YADADRI,Gundala,Ambala,1140,79.25,17.49,283,premonsoon 2022,7.73,1080,691,0,510,40,1.04,43.0,8,69,0.39,64,73,460,1.40,C3S1,1.00,P.S.
991,YADADRI,Gundala,Peddapadishala,1142,79.34,17.47,243,premonsoon 2022,6.90,970,621,0,270,60,0.63,194.0,42,27,3,128,39,480,0.54,C3S1,-4.20,P.S.
992,YADADRI,Gundala,Velmajala,1143,79.21,17.57,302,premonsoon 2022,7.05,735,470,0,290,40,0.65,52.0,46,34,1,104,24,360,0.78,C2S1,-1.40,P.S.
993,YADADRI,Alair,Kolanpaka,1856,79.02,17.70,383,premonsoon 2022,6.95,618,396,0,270,40,0.74,8.3,16,91,10,48,5,140,3.34,C2S1,2.60,U.S.
994,YADADRI,Alair,Sarajipet,1857,79.12,17.62,340,premonsoon 2022,7.77,359,230,0,140,10,0.82,35.6,36,35,2,40,10,140,1.29,C2S1,0.00,P.S.
995,YADADRI,Atmakur,Chada,1859,79.07,17.48,314,premonsoon 2022,7.14,724,463,0,330,30,0.80,33.9,36,26,4,128,15,380,0.58,C2S1,-1.00,P.S.
996,YADADRI,Atmakur(m),Atmakur,3142,79.14,17.47,,premonsoon 2022,7.46,390,250,0,200,20,0.74,8.0,30,20,3,56,19,220,0.59,C2S1,-0.40,P.S.
997,YADADRI,B.Pochampalli,B.Pochampalli,1860,78.81,17.34,378,premonsoon 2022,7.48,2016,1290,0,380,420,1.44,7.0,160,271,5,32,112,540,5.07,C3S2,-3.20,P.S.
998,YADADRI,Bhongiri,Bhongiri,1861,78.91,17.48,401,premonsoon 2022,7.22,620,397,0,200,30,1.78,81.2,60,52,2,88,10,260,1.40,C2S1,-1.20,P.S.
999,YADADRI,Bhongiri,Chandupatla,1862,78.98,17.50,359,premonsoon 2022,7.19,1290,826,0,380,170,0.87,7.3,37,109,2,136,19,420,2.31,C3S1,-0.80,P.S.
1000,YADADRI,Bhongiri,Nandanam,1863,78.93,17.44,346,premonsoon 2022,8.33,2241,1434,10,450,370,3.78,18.1,172,406,3,24,53,280,10.55,C3S3,3.60,U.S.
1001,YADADRI,Bibinagar,Bibinagar,1864,78.80,17.46,423,premonsoon 2022,7.67,1503,962,0,120,320,1.63,111.0,124,93,2,216,19,620,1.62,C3S1,-10.00,P.S.
1002,YADADRI,Bibinagar,Yenkiryal,1865,78.77,17.40,392,premonsoon 2022,7.39,752,481,0,190,110,0.38,12.9,34,59,2,64,24,260,1.59,C3S1,-1.40,P.S.
1003,YADADRI,Choutuppal,D.Malkapur,1866,78.80,17.26,454,premonsoon 2022,7.02,1263,808,0,230,150,3.28,84.7,96,119,27,96,19,320,2.89,C3S1,-1.80,P.S.
1004,YADADRI,M.Turkapally,Ch.Laxmapur,1867,78.75,17.65,565,premonsoon 2022,7.33,863,552,0,380,40,1.09,4.7,23,97,2,72,19,260,2.62,C3S1,2.40,MR
1005,YADADRI,Mothukur,Kanchanapalli,1868,79.34,17.40,245,premonsoon 2022,7.12,781,500,0,270,20,0.77,70.5,42,40,3.0,104,19,340,0.94,C3S1,-1.40,P.S.
1006,YADADRI,Mothukur,Mothukur,1869,79.26,17.45,268,premonsoon 2022,7.40,1500,960,0,330,290,1.22,5.0,112,187,3,64,73,460,3.79,C3S1,-2.60,P.S.
1007,YADADRI,Mothukur,Paladugu,1870,79.19,17.39,273,premonsoon 2022,7.42,1357,868,0,370,210,1.36,12.2,76,139,7,80,58,440,2.88,C3S1,-1.40,P.S.
1008,YADADRI,Mothukur,Podichedu,1871,79.28,17.38,251,premonsoon 2022,7.48,1566,1002,0,310,290,1.37,10.2,136,156,3,112,58,520,2.97,C3S1,-4.20,P.S.
1009,YADADRI,Rajapet,Bondugala,1872,78.97,17.77,453,premonsoon 2022,7.11,692,443,0,120,110,0.68,13.6,36,28,2,88,10,260,0.76,C2S1,-2.80,P.S.
1010,YADADRI,Rajapet,Kurraram,1873,78.93,17.78,467,premonsoon 2022,6.61,1068,684,0,170,130,0.51,78.7,94,78,3,128,5,340,1.84,C3S1,-3.40,P.S.
1011,YADADRI,Rajapet,Raghunadapuram,1874,78.95,17.68,423,premonsoon 2022,7.22,878,562,0,400,80,1.74,4.4,58,65,1,80,58,440,1.35,C3S1,-0.80,P.S.
1012,YADADRI,Rajapet,Rajapet,1875,78.93,17.73,435,premonsoon 2022,7.12,529,339,0,260,10,2.10,23.0,0,24,2,88,5,240,0.67,C2S1,0.40,P.S.
1013,YADADRI,Rajapet,Somaram,1876,78.99,17.73,410,premonsoon 2022,6.92,663,424,0,320,20,0.57,12.2,4,27,2,112,5,300,0.68,C2S1,0.40,P.S.
1014,YADADRI,Ramannapet,Ramanapet,1877,79.10,17.28,301,premonsoon 2022,7.86,1487,952,0,280,230,1.42,75.3,132,108,2,64,97,560,1.98,C3S1,-5.60,P.S.
1015,YADADRI,Ramannapet,Yellanki,1878,79.03,17.29,323,premonsoon 2022,7.42,1021,653,0,160,130,0.63,219.0,29,98,3,72,39,340,2.31,C3S1,-3.60,P.S.
1016,YADADRI,Ramannapet,Yennaram,1879,79.20,17.32,269,premonsoon 2022,7.36,1500,960,0,180,350,0.54,14.9,158,150,2.3,152,34,520,2.86,C3S1,-6.80,P.S.
1017,YADADRI,S.Narayanpur,S.Narayanpur,1880,78.86,17.14,389,premonsoon 2022,7.81,882,564,0,180,100,1.09,93.4,90,109,2,32,44,260,2.94,C3S1,-1.60,P.S.
1018,YADADRI,Thurkapally,Gandamalla,1881,78.85,17.73,483,premonsoon 2022,6.77,938,600,0,240,120,1.01,8.4,40,30,1,128,19,400,0.65,C3S1,-3.20,P.S.
1019,YADADRI,Valigonda,Arror,1882,79.11,17.39,294,premonsoon 2022,7.24,3202,2049,0,120,890,0.88,3.3,216,311,13,256,73,940,4.41,C4S2,-16.40,P.S.
1020,YADADRI,Valigonda,T. somaram,1883,78.95,17.40,339,premonsoon 2022,7.27,1282,820,0,420,130,1.48,11.5,68,109,4,48,78,440,2.26,C3S1,-0.40,P.S.
1021,YADADRI,Valigonda,Varkatpally,1884,78.93,17.34,339,premonsoon 2022,7.30,1924,1231,0,400,400,0.36,9.1,170,107,6,136,131,880,1.57,C3S1,-9.60,P.S.
1022,YADADRI,Valigonda,Vemulakonda,1885,79.14,17.35,265,premonsoon 2022,6.96,4298,2751,0,290,1080,0.44,59.7,332,447,6,352,63,1140,5.76,C4S2,-17.00,P.S.
1023,YADADRI,Y.Gutta,Mallapuram,1886,78.91,17.63,439,premonsoon 2022,7.10,444,284,0,240,10,2.55,11.7,18,41,2,72,5,200,1.26,C2S1,0.80,P.S.
1024,YADADRI,Y.Gutta,Motakondur,1887,79.03,17.55,342,premonsoon 2022,7.23,858,549,0,330,20,0.69,66.7,52,26,3,120,24,400,0.57,C3S1,-1.40,P.S.
1025,,,,,,,,,,,,,,,,,,,,,,,,,,
