sno,district,mandal,village,temp_id,long_gis,lat_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
1,ADILABAD,Adilabad,Adilabad,1001,78.52,19.67,253,premonsoon 2022,8.27,1477,945,0,340,200,0.43,48.7,43,135,9,72,58.34,420,2.86,C3S1,-1.60,P.S.
2,ADILABAD,Bazarhatnur,Bazarhatnur,1002,78.35,19.46,435,premonsoon 2022,8.30,513,328,30,150,50,0.29,0.4,18,42,2,32,24.31,180,1.36,C2S1,0.00,P.S.
3,ADILABAD,Bela,Chandpally,1003,78.85,19.68,247,premonsoon 2022,8.22,962,616,0,250,110,0.74,86.8,32,89,5,56,43.76,320,2.16,C3S1,-1.40,P.S.
4,ADILABAD,Bheempur,Arli,1004,78.38,19.83,224,premonsoon 2022,8.23,1084,694,0,210,140,1.06,99.2,34,96,6,56,43.76,320,2.33,C3S1,-2.20,P.S.
5,ADILABAD,Bheempur,Bheempur,1005,78.42,19.77,245,premonsoon 2022,8.31,1067,683,30,170,120,0.63,187.8,32,92,6,64,48.62,360,2.11,C3S1,-3.20,P.S.
6,ADILABAD,Boath,Boath,1006,78.32,19.34,432,premonsoon 2022,8.18,1434,918,0,310,190,0.45,97.8,44,134,8,72,58.34,420,2.84,C3S1,-2.20,P.S.
7,ADILABAD,Gudihatnoor,Gudihatnoor,1007,78.51,19.53,434,premonsoon 2022,8.26,1456,932,0,330,200,0.62,49.1,46,133,8,72,58.34,420,2.82,C3S1,-1.80,P.S.
8,ADILABAD,Jainath,Bhoraj,1008,78.55,19.74,231,premonsoon 2022,8.02,778,498,0,210,80,0.56,0.4,27,70,4,32,29.17,200,2.15,C3S1,0.20,P.S.
9,ADILABAD,Jainath,Jainath,1009,78.64,19.73,219,premonsoon 2022,7.96,528,338,0,150,50,0.44,15.3,20,44,2,24,24.31,160,1.51,C2S1,-0.20,P.S.
10,ADILABAD,Narnoor,Narnoor,1010,78.85,19.50,472,premonsoon 2022,8.29,754,483,0,210,80,0.94,27.8,30,64,4,40,34.03,240,1.80,C3S1,-0.60,P.S.
11,ADILABAD,Neradigonda,Neradigonda,1011,78.41,19.29,425,premonsoon 2022,7.91,886,567,0,230,100,0.38,55.8,30,78,5,48,38.90,280,2.03,C3S1,-1.00,P.S.
12,ADILABAD,Talamadugu,Devapur,1012,78.46,19.61,284,premonsoon 2022,8.17,1253,802,0,240,160,0.08,117.6,38,113,7,56,53.48,360,2.59,C3S1,-2.40,P.S.
13,ADILABAD,Talamadugu,Talamadugu,1013,78.40,19.63,291,premonsoon 2022,8.21,1780,1139,0,340,230,0.96,164.5,53,168,10,80,72.93,500,3.27,C3S1,-3.20,P.S.
14,ADILABAD,Tamsi,Tamsi,1014,78.43,19.68,272,premonsoon 2022,7.94,929,595,0,210,110,1.26,133.9,31,88,5,56,43.76,320,2.14,C3S1,-2.20,P.S.
15,ADILABAD,Utnoor,Utnoor,1015,78.77,19.38,382,premonsoon 2022,8.27,591,378,0,190,60,0.68,0.2,23,47,2,32,29.17,200,1.45,C2S1,-0.20,P.S.
16,BHADRADRI,Allapalli,Allapalli,1020,80.48,17.83,113,premonsoon 2022,7.41,968,620,0,120,90,0.22,90.5,151,75,15,72,29,300,1.88,C3S1,-3.60,P.S.
17,BHADRADRI,Allapalli,Markodu,3001,80.51,17.91,,premonsoon 2022,8.04,983,629,0,330,70,1.27,17.8,66,72,4,64,49,360,1.64,C3S1,-0.60,P.S.
18,BHADRADRI,Annapureddypalli,Annapureddypalli,1021,80.83,17.35,225,premonsoon 2022,7.48,582,372,0,90,50,0.24,74.8,75,23,19,56,19,220,0.69,C2S1,-2.60,P.S.
19,BHADRADRI,Ashwapuram,Ammagaripalli,3002,80.85,17.87,,premonsoon 2022,7.77,1942,1243,0,270,430,0.39,1.0,87,111,4,160,73,700,1.83,C3S1,-8.60,P.S.
20,BHADRADRI,Ashwapuram,Aswapuram,1022,80.81,17.84,15,premonsoon 2022,7.17,2477,1585,0,470,430,1.16,78.4,119,165,6,144,126,880,2.41,C4S1,-8.20,P.S.
21,BHADRADRI,Ashwapuram,Aswapuram,3003,80.81,17.87,,premonsoon 2022,7.93,2286,1463,0,260,440,1.47,86.0,197,202,11,152,83,720,3.27,C4S1,-9.20,P.S.
22,BHADRADRI,Ashwapuram,ASWARAOPET (D),3004,81.11,17.24,,premonsoon 2022,6.77,173,111,0,30,30,0.02,35.9,4,11,2,24,5,80,0.53,C1S1,-1.00,P.S.
23,BHADRADRI,Aswaraopet (S),Aswaraopet (S),1023,81.11,17.24,192,premonsoon 2022,6.73,173,111,0,30,30,0.02,35.3,4,11,2,24,5,80,0.53,C1S1,-1.00,P.S.
24,BHADRADRI,Aswaraopeta,Duradapadu,3005,81.09,17.43,,premonsoon 2022,7.89,1026,657,0,320,90,1.45,14.9,81,59,7,56,63,400,1.28,C3S1,-1.60,P.S.
25,BHADRADRI,Aswaraopeta,Gummadivalli,3006,81.18,17.42,,premonsoon 2022,8.21,1098,703,0,340,120,3.63,7.5,51,181,5.2,24,29,180,5.88,C3S1,3.20,U.S.
26,BHADRADRI,Aswaraopeta,NANDIPADU,3007,81.13,17.46,,premonsoon 2022,8.15,1265,810,0,190,130,0.94,138.5,147,57,17,88,68,500,1.11,C3S1,-6.20,P.S.
27,BHADRADRI,Aswaraopeta,Vinayakapuram,3008,81.12,17.35,,premonsoon 2022,8.06,544,348,0,150,40,0.38,42.9,21,10,81,40,10,140,0.37,C2S1,0.20,P.S.
28,BHADRADRI,Bhadrachalam,Bhadrachalam,1024,80.90,17.67,5,premonsoon 2022,7.89,1749,1119,0,610,100,1.78,7.2,95,226,1,48,63,380,5.04,C3S1,4.60,U.S.
29,BHADRADRI,Burgampad,Krishnasagar,3009,80.81,17.71,,premonsoon 2022,8.26,543,348,0,190,40,0.69,3.3,26,72,3,16,19,120,2.86,C2S1,1.40,MR
30,BHADRADRI,Burgampad,M.Banjara,1025,80.79,17.64,7,premonsoon 2022,7.07,1976,1265,0,540,200,0.68,24.2,176,188,6,64,107,600,3.34,C3S1,-1.20,P.S.
31,BHADRADRI,Chandrugonda,Cherla,1027,80.83,18.07,64,premonsoon 2022,7.94,2212,1416,0,440,350,1.06,44.7,157,380,0.4,32,58,320,9.23,C3S2,2.40,MR
32,BHADRADRI,Chandrugonda,Maddukuru,3010,80.68,17.36,,premonsoon 2022,8.24,404,259,0,130,40,0.62,19.8,14,27,3,40,15,160,0.93,C2S1,-0.60,P.S.
33,BHADRADRI,Chandrugonda,Ravikampadu,1026,80.61,17.40,57,premonsoon 2022,7.76,2064,1321,0,620,320,0.69,39.7,115,182,9,16,199,860,2.70,C3S1,-4.79,P.S.
34,BHADRADRI,Cherla,Chinmedisileru,3011,80.85,18.06,,premonsoon 2022,7.94,171,109,0,40,20,0.56,0.5,19,12,4,16,5,60,0.67,C1S1,-0.40,P.S.
35,BHADRADRI,Chunchupalli,Chunchupalli,1028,80.61,17.53,24,premonsoon 2022,7.79,1481,948,0,240,190,0.62,171.8,109,148,3,48,78,440,3.07,C3S1,-4.00,P.S.
36,BHADRADRI,Dammapeta,Malkaram,1029,81.07,17.31,169,premonsoon 2022,6.61,128,82,0,10,20,0.03,22.8,4,10,0.10,8,5,40,0.69,C1S1,-0.60,P.S.
37,BHADRADRI,Dammapeta,Mandalapalli,3012,81.01,17.24,,premonsoon 2022,8.21,409,262,0,100,70,0.30,30.0,15,25,3,24,29,180,0.81,C2S1,-1.60,P.S.
38,BHADRADRI,Dammapeta,Patwarigudem,3013,80.96,17.35,,premonsoon 2022,8.18,368,236,0,110,30,0.47,2.1,31,29,5,32,10,120,1.15,C2S1,-0.20,P.S.
39,BHADRADRI,Dummugudem,Bandirevu,3014,80.92,17.92,,premonsoon 2022,7.99,1555,995,0,240,340,0.79,7.1,41,119,2,72,83,520,2.26,C3S1,-5.60,P.S.
40,BHADRADRI,Dummugudem,Dummugudem,1030,80.89,17.85,7,premonsoon 2022,7.55,824,527,0,400,40,1.09,18.1,72,97,1,56,49,340,2.29,C3S1,1.20,P.S.
41,BHADRADRI,Gundala,Gundala,3015,80.33,17.91,,premonsoon 2022,8.25,430,275,0,200,10,0.54,4.2,18,15,3,72,5,200,0.46,C2S1,0.00,P.S.
42,BHADRADRI,Gundala,Kanchanapalli,3016,80.42,17.79,,premonsoon 2022,8.26,766,490,0,150,90,0.29,57.9,66,21,73.7,88,10,260,0.57,C3S1,-2.20,P.S.
43,BHADRADRI,Gundala,Mamakannu,1031,80.41,17.87,114,premonsoon 2022,7.54,756,484,0,220,40,0.54,23.6,94,48,18,64,24,260,1.30,C3S1,-0.80,P.S.
44,BHADRADRI,Gundala,Sainapalli,3017,80.35,17.96,,premonsoon 2022,7.97,872,558,0,210,80,0.47,57.3,51,30,20,88,29,340,0.70,C3S1,-2.60,P.S.
45,BHADRADRI,Gundala,Settupalli,3018,80.35,17.81,,premonsoon 2022,7.55,202,129,0,40,30,0.27,1.1,24,13,1,24,5,80,0.63,C1S1,-0.80,P.S.
46,BHADRADRI,Julurpadu,P. Narsapuram,3019,80.52,17.44,,premonsoon 2022,8.25,4624,2959,0,830,840,1.18,58.2,210,750,2,72,146,780,11.68,C4S3,1.00,P.S.
47,BHADRADRI,Julurpadu,Papakollu,1032,80.48,17.42,73,premonsoon 2022,7.59,1412,904,0,330,190,0.44,105.4,118,62,10,64,117,640,1.07,C3S1,-6.20,P.S.
48,BHADRADRI,Kalvala nagaram*,karakagudem,3020,80.51,18.09,,premonsoon 2022,7.69,950,608,0,380,20,1.34,2.6,75,179,1,24,10,100,7.78,C3S1,5.60,U.S.
49,BHADRADRI,Karakagudem,Karakagudem,1033,80.57,18.03,112,premonsoon 2022,7.18,877,561,0,230,80,1.17,0.9,89,49,24,56,39,300,1.23,C3S1,-1.40,P.S.
50,BHADRADRI,Kothagudem,Kothagudem,1034,80.62,17.55,136,premonsoon 2022,7.71,1112,712,0,260,130,0.81,38.5,70,104,3,56,44,320,2.54,C3S1,-1.20,P.S.
51,BHADRADRI,Laxmidevipalli,Bangaruchelka,3021,80.60,17.76,,premonsoon 2022,8.21,698,447,0,270,30,0.97,3.1,43,41,7,32,44,260,1.09,C2S1,0.20,P.S.
52,BHADRADRI,Laxmidevipalli,Laxmidevipalli,1035,80.62,17.57,31,premonsoon 2022,7.58,1062,680,0,130,90,0.36,156.0,161,77,16,96,29,360,1.77,C3S1,-4.60,P.S.
53,BHADRADRI,Manuguru,Manuguru,1036,80.83,17.96,6,premonsoon 2022,7.34,1664,1065,0,370,190,0.65,8.1,187,186,1,88,53,440,3.85,C3S1,-1.40,P.S.
54,BHADRADRI,Manuguru,Pagideru,3022,80.73,17.97,,premonsoon 2022,8.26,965,618,0,340,110,1.06,3.3,17,110,32,40,34,240,3.10,C3S1,2.00,MR
55,BHADRADRI,Mulakalapalli,Mulakalapalli (D),1037,80.83,17.50,19,premonsoon 2022,7.61,718,460,0,180,70,0.38,65.1,52,34,8,64,34,300,0.86,C2S1,-2.40,P.S.
56,BHADRADRI,Mulakalapalli,MULAKALAPALLI (S),3023,80.85,17.48,,premonsoon 2022,7.59,928,594,0,290,60,0.46,62.0,56,34,8.0,128,19,400,0.73,C3S1,-2.20,P.S.
57,BHADRADRI,Mulakalapalli,N. Jaganadhapuram,3024,80.86,17.43,,premonsoon 2022,8.12,520,333,0,170,40,0.41,31.5,31,24,13,48,24,220,0.70,C2S1,-1.00,P.S.
58,BHADRADRI,Mulakalapalli,Pusugudem            (Pakeer thanda),3025,80.76,17.54,,premonsoon 2022,8.31,1242,795,20,180,150,0.28,68.0,165,98,23,96,39,400,2.13,C3S1,-4.00,P.S.
59,BHADRADRI,Mulakalapalli,Thimmampet,3026,80.93,17.54,,premonsoon 2022,7.67,684,438,0,130,50,0.32,81.8,81,15,64,64,19,240,0.43,C2S1,-2.20,P.S.
60,BHADRADRI,Palwancha,Danthalaboru,3027,80.84,17.59,,premonsoon 2022,8.03,1414,905,0,360,160,0.93,18.0,119,117,10,72,68,460,2.38,C3S1,-2.00,P.S.
61,BHADRADRI,Palwancha,Pathapalwancha,3028,80.69,17.55,,premonsoon 2022,7.26,1360,870,0,190,200,0.42,112.6,106,77,91,136,10,380,1.72,C3S1,-3.80,P.S.
62,BHADRADRI,Palwancha,REGELLA,3029,80.58,17.95,,premonsoon 2022,7.37,956,612,0,210,80,0.57,93.9,98,78,3,16,68,320,1.89,C3S1,-2.20,P.S.
63,BHADRADRI,Palwancha,Ulavanoor,1038,80.68,17.78,83,premonsoon 2022,7.41,680,435,0,170,80,0.78,0.4,78,82,3,8,39,180,2.66,C2S1,-0.20,P.S.
64,BHADRADRI,Palwancha,Yanmbailu,3030,80.68,17.69,,premonsoon 2022,8.28,888,568,0,320,40,1.55,22.5,77,106,4,24,44,240,2.98,C3S1,1.60,MR
65,BHADRADRI,Pinapaka,Dugenepalli,3031,80.65,18.13,,premonsoon 2022,7.86,793,508,0,190,100,0.55,14.7,66,60,2,72,24,280,1.55,C3S1,-1.80,P.S.
66,BHADRADRI,Pinapaka,Potlapalli ,3032,80.68,18.04,,premonsoon 2022,8.18,706,452,0,160,80,0.23,13.5,81,60,1,64,19,240,1.68,C2S1,-1.60,P.S.
67,BHADRADRI,Sujathanagar,Sarvaram (Gudithanda),3033,80.59,17.53,,premonsoon 2022,8.25,1996,1277,0,470,260,1.15,38.9,161,273,4,32,78,400,5.94,C3S1,1.40,MR
68,BHADRADRI,Sujathanagar,Sujathanagar,1039,80.59,17.49,25,premonsoon 2022,8.26,1394,892,0,420,120,0.74,78.0,82,115,42,72,63,440,2.38,C3S1,-0.40,P.S.
69,BHADRADRI,Tekulapalli,Bethampudi,3034,80.45,17.56,,premonsoon 2022,8.11,1470,941,0,310,120,0.67,126.9,143,132,2,96,49,440,2.74,C3S1,-2.60,P.S.
70,BHADRADRI,Tekulapalli,Bodu,1040,80.44,17.67,106,premonsoon 2022,7.17,1307,836,0,330,100,0.71,45.4,141,68,56,96,49,440,1.41,C3S1,-2.20,P.S.
71,BHADRADRI,Tekulapalli,Mutyalampadu,3035,80.50,17.54,,premonsoon 2022,8.28,1633,1045,0,530,80,1.21,95.4,98,208,5,48,58,360,4.76,C3S1,3.40,U.S.
72,BHADRADRI,Tekulapalli,Sulanagar,1041,80.50,17.54,58,premonsoon 2022,7.22,2727,1745,0,480,380,0.47,199.7,206,188,6,136,151,960,2.63,C4S1,-9.59,P.S.
73,BHADRADRI,Yellandu,Komararam,3036,80.32,17.71,,premonsoon 2022,8.19,585,374,0,200,30,2.57,20.7,37,10,14,56,29,260,0.27,C2S1,-1.20,P.S.
74,BHADRADRI,Yellandu,Narayanapuram D,1042,80.38,17.51,110,premonsoon 2022,7.28,1099,703,0,320,60,1.34,79.6,100,45,4.8,72,73,480,0.89,C3S1,-3.20,P.S.
75,BHADRADRI,Yellandu,NARAYANAPURAM S,3037,80.38,17.51,,premonsoon 2022,7.18,997,638,0,180,80,1.45,83.3,112,45,5,48,63,380,1.00,C3S1,-4.00,P.S.
76,BHADRADRI,Yellandu,Rompedu,3038,80.30,17.65,,premonsoon 2022,8.17,1257,804,0,310,110,0.80,83.2,92,108,1,80,49,400,2.35,C3S1,-1.80,P.S.
77,BHADRADRI,Yellandu,Sudimalla,3039,80.35,17.59,,premonsoon 2022,8.29,1720,1101,0,430,130,3.28,171.8,87,261,8,40,44,280,6.78,C3S1,3.00,U.S.
78,BHUPALPALLY,Bhupalpally,Bhupalpally,1044,79.88,18.44,183,premonsoon 2022,8.32,520,333,30,100,70,0.31,26.6,26,42,6,24,29.17,180,1.36,C2S1,-1.00,P.S.
79,BHUPALPALLY,Bhupalpally,Gudadpally,1045,79.81,18.39,161,premonsoon 2022,8.31,1826,1169,20,200,240,0.62,211.4,21,145,10,24,92.38,440,3.01,C3S1,-4.40,P.S.
80,BHUPALPALLY,Bhupalpally,Nandigama,1043,80.06,18.50,139,premonsoon 2022,8.28,534,342,0,150,80,0.33,25.2,6,31,4,40,29.17,220,0.91,C2S1,-1.40,P.S.
81,BHUPALPALLY,Chityala,Chityala,1046,79.67,18.34,179,premonsoon 2022,8.32,1572,1006,40,160,410,0.74,7.9,13,198,10,24,72.93,360,4.54,C3S1,-3.20,P.S.
82,BHUPALPALLY,Chityala,Jadalpet,1047,79.74,18.38,177,premonsoon 2022,8.24,1382,884,0,280,160,1.14,85.2,41,170,13,24,43.76,240,4.77,C3S1,0.80,P.S.
83,BHUPALPALLY,Ghanpur Mulug,Chelpur(D),3041,79.85,18.37,,premonsoon 2022,8.21,2100,1344,0,400,240,0.77,324.1,103.25,347,7,16,87.516,400,7.54,C3S2,0.00,P.S.
84,BHUPALPALLY,Ghanpur Mulug,Chelpur(S),1049,79.84,18.38,167,premonsoon 2022,8.04,1069,684,0,230,140,0.55,97.8,32,135,9,24,43.76,240,3.79,C3S1,-0.20,P.S.
85,BHUPALPALLY,Ghanpur Mulug,Velthurlapally,1050,79.89,18.30,179,premonsoon 2022,8.34,1067,683,30,220,150,0.24,79.3,28,125,10,16,58.34,280,3.25,C3S1,-0.60,P.S.
86,BHUPALPALLY,Kataram,Jadaraopet,1054,79.88,18.70,127,premonsoon 2022,8.11,2150,1376,0,440,210,0.66,227.5,115,260,3,32,106.96,520,4.96,C3S1,-1.60,P.S.
87,BHUPALPALLY,Kataram,Medipally,1055,79.92,18.55,151,premonsoon 2022,8.24,2159,1382,0,540,220,0.76,225.5,12,295,6,16,97.24,440,6.12,C3S1,2.00,MR
88,BHUPALPALLY,Kataram,Regulagudem,1056,79.87,18.62,131,premonsoon 2022,8.11,1962,1256,0,320,400,0.27,60.0,35,231,5,40,92.38,480,4.58,C3S1,-3.20,P.S.
89,BHUPALPALLY,Kataram,Shankarampally 125(D),1057,79.90,18.60,141,premonsoon 2022,8.28,562,360,0,260,50,1.17,2.0,11,64,6,16,38.90,200,1.97,C2S1,1.20,P.S.
90,BHUPALPALLY,Kataram,Shankarampally 47,3042,79.89,18.61,,premonsoon 2022,8.05,945,605,0,180,120,0.24,94.0,46,112,26,32,29.17,200,3.44,C3S1,-0.40,P.S.
91,BHUPALPALLY,Maha Mutharam,Stambampally,1058,79.99,18.56,120,premonsoon 2022,8.23,1661,1063,0,60,290,0.46,58.8,16,58,6,24,97.24,420,1.23,C3S1,-7.20,P.S.
92,BHUPALPALLY,Maha Mutharam,Yatnaram,1059,80.15,18.57,109,premonsoon 2022,8.18,1889,1209,0,150,310,0.54,59.2,18,84,5,40,92.38,480,1.67,C3S1,-6.60,P.S.
93,BHUPALPALLY,Mahadevpur,Ambatipalli,1060,80.06,18.70,101,premonsoon 2022,8.16,1012,648,0,210,140,0.21,92.6,10,121,8,32,34.03,220,3.55,C3S1,-0.20,P.S.
94,BHUPALPALLY,Mahadevpur,Annaram,1061,79.84,18.76,111,premonsoon 2022,8.23,1810,1158,0,230,390,0.27,67.2,18,187,3,24,97.24,460,3.79,C3S1,-4.60,P.S.
95,BHUPALPALLY,Mahadevpur,Kaleswaram,1062,79.91,18.80,103,premonsoon 2022,8.26,992,635,0,100,100,0.23,87.2,32,56,6,40,29.17,220,1.64,C3S1,-2.40,P.S.
96,BHUPALPALLY,Mahadevpur,Mahadevpur -125D,3043,79.98,18.73,,premonsoon 2022,8.29,917,587,0,300,50,0.22,21.3,38,93,7,64,14.59,220,2.73,C3S1,1.60,MR
97,BHUPALPALLY,Mahadevpur,Mahadevpur 199D,3044,79.98,18.73,,premonsoon 2022,8.31,920,589,20,260,50,0.23,20.7,80,89,4,24,48.62,260,2.40,C3S1,0.40,P.S.
98,BHUPALPALLY,Mahadevpur,Mahadevpur 75NC,1063,79.98,18.72,106,premonsoon 2022,7.98,907,580,0,320,50,0.24,23.2,70,121,6,56,19.45,220,3.55,C3S1,2.00,MR
99,BHUPALPALLY,Malhar Rao,Mallaram,1064,79.79,18.56,124,premonsoon 2022,8.29,2008,1285,0,290,390,0.55,60.0,104,232,21,56,82.65,480,4.60,C3S1,-3.80,P.S.
100,BHUPALPALLY,Mogullapalli,Aknepally,1069,79.61,18.36,184,premonsoon 2022,8.05,1802,1153,0,250,410,1.27,59.8,31,332,2,40,24.31,200,10.21,C3S2,1.00,P.S.
101,BHUPALPALLY,Mogullapalli,Rangapur,1068,79.69,18.27,190,premonsoon 2022,8.30,1306,836,20,460,90,2.70,43.1,29,275,12,16,9.72,80,13.37,C3S3,8.00,U.S.
102,BHUPALPALLY,Palimela,Kamanpally,1073,80.25,18.63,99,premonsoon 2022,8.08,1045,669,0,250,130,0.54,78.3,17,151,12,32,24.31,180,4.89,C3S1,1.40,MR
103,BHUPALPALLY,Palimela,Lenkalagadda,1074,80.13,18.67,108,premonsoon 2022,8.16,1629,1043,0,140,210,0.33,60.2,37,48,12,32,77.79,400,1.04,C3S1,-5.20,P.S.
104,BHUPALPALLY,Palimela,Sarvaipet,1075,80.24,18.68,95,premonsoon 2022,8.24,1765,1130,0,210,420,0.58,59.2,15,152,22,48,97.24,520,2.90,C3S1,-6.20,P.S.
105,BHUPALPALLY,Regonda,Gorikothapally,1076,79.81,18.18,230,premonsoon 2022,8.16,960,614,0,190,100,0.25,117.8,64,149,9,32,19.45,160,5.12,C3S1,0.60,P.S.
106,BHUPALPALLY,Regonda,Regonda,1077,79.78,18.24,220,premonsoon 2022,8.15,2165,1386,0,460,230,0.71,237.6,23,287,10,16,87.52,400,6.24,C3S1,1.20,P.S.
107,BHUPALPALLY,Tekumatla,Ramakrishnapuram,1083,79.63,18.42,177,premonsoon 2022,8.31,1975,1264,20,270,220,0.74,237.6,101,229,5,16,87.52,400,4.98,C3S1,-2.20,P.S.
108,HYDERABAD,Ameerpet,"DIRECTOR WOMEN AND CHILD WELFARE, YOUSUFGUDA",3053,78.45,17.45,,premonsoon 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,HYDERABAD,Ameerpet,S.R.Nagar,1087,78.44,17.44,538,premonsoon 2022,7.64,1002,641,0,290,90,1.01,25.2,70,88,3,80,29,320,2.14,C3S1,-0.60,P.S.
110,HYDERABAD,Ameerpet,"STDC Chest Hospital, Erragadda",3054,78.43,17.45,,premonsoon 2022,7.50,1112,712,0,300,100,1.05,31.4,94,50,1,160,15,460,1.01,C3S1,-3.20,P.S.
111,HYDERABAD,Asifnagar,"Govt. Polytechnic, Masab Tank.",3055,78.45,17.38,,premonsoon 2022,7.28,765,490,0,260,60,0.80,6.5,22,33,6,96,15,300,0.82,C3S1,-0.80,P.S.
112,HYDERABAD,Asifnagar,Himayanagar,1088,78.45,17.40,531,premonsoon 2022,7.99,1065,682,0,210,120,1.00,27.2,106,109,3,64,29,280,2.83,C3S1,-1.40,P.S.
113,HYDERABAD,Asifnagar,Kulsanapur,1089,78.44,17.37,482,premonsoon 2022,7.56,1226,785,0,430,110,0.56,1.3,72,115,12,88,44,400,2.50,C3S1,0.60,P.S.
114,HYDERABAD,Bandlaguda,Chandraingutta,1090,78.48,17.33,514,premonsoon 2022,7.63,861,551,0,200,90,1.09,11.3,102,76,2,88,15,280,1.97,C3S1,-1.60,P.S.
115,HYDERABAD,Bhadurpura,Bahadurpura,1091,78.46,17.35,499,premonsoon 2022,7.53,1090,698,0,270,110,0.84,35.1,95,89,2,80,39,360,2.03,C3S1,-1.80,P.S.
116,HYDERABAD,Charminar,Darul Shifa,1092,78.49,17.38,485,premonsoon 2022,7.89,767,491,0,220,60,0.65,7.3,77,56,12,48,34,260,1.50,C3S1,-0.80,P.S.
117,HYDERABAD,Himayathnagar,"Fever Hospital, Nallakunta",3056,78.48,17.41,,premonsoon 2022,8.16,1195,765,0,370,110,1.10,2.5,108,111,3,64,58,400,2.40,C3S1,-0.60,P.S.
118,HYDERABAD,Himayathnagar,Indira Park,3057,78.50,17.40,,premonsoon 2022,7.83,3267,2091,0,680,590,0.94,9.0,164,415,13,176,83,780,6.46,OG,-2.00,P.S.
119,HYDERABAD,Khairathabad,"CME premises, Chinthalbasti",3058,78.45,17.43,,premonsoon 2022,7.52,597,382,0,140,40,1.06,14.6,81,21,12,32,39,240,0.59,C2S1,-2.00,P.S.
120,HYDERABAD,Khairathabad,"CME premises, Chinthalbasti",3059,78.45,17.43,,premonsoon 2022,7.51,649,415,0,170,20,0.33,50.7,84,15,14,40,44,280,0.38,C2S1,-2.20,P.S.
121,HYDERABAD,Khairathabad,Khairathabad,1094,78.46,17.41,510,premonsoon 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,HYDERABAD,Khairathabad,T.S..Secretariat,1093,78.47,17.41,525,premonsoon 2022,7.77,485,310,0,150,40,0.40,2.9,41,32,5,32,24,180,1.03,C2S1,-0.60,P.S.
123,HYDERABAD,Maredpally,"Govt.Jr.College,West Maredpally",3060,78.51,17.43,,premonsoon 2022,7.37,962,616,0,340,50,0.61,5.6,55,34,6,96,39,400,0.74,C3S1,-1.20,P.S.
124,HYDERABAD,Maredpally,Maredpally(s),1095,78.51,17.44,535,premonsoon 2022,7.53,988,632,0,270,80,1.33,36.8,120,65,1,120,24,400,1.41,C3S1,-2.60,P.S.
125,HYDERABAD,Musheerabad,Musheerabad,1096,78.51,17.42,516,premonsoon 2022,7.97,858,549,0,230,90,1.48,13.8,44,66,2,88,15,280,1.72,C3S1,-1.00,P.S.
126,HYDERABAD,Nampally,Nampally,1097,78.47,17.39,493,premonsoon 2022,8.09,1093,700,0,300,90,0.78,36.5,89,88,2,72,44,360,2.03,C3S1,-1.20,P.S.
127,HYDERABAD,Saidabad,Juvinile home,1098,78.51,17.36,505,premonsoon 2022,7.54,1088,696,0,280,100,0.50,28.1,95,93,9,80,34,340,2.20,C3S1,-1.20,P.S.
128,HYDERABAD,Secunderabad ,"Sanjeevaiah Park, Hussian Sagar.",3061,78.48,17.44,,premonsoon 2022,7.52,4504,2883,0,400,340,0.25,514.0,922,325,3,488,102,1640,3.49,OG,-24.80,P.S.
129,HYDERABAD,Shaikpet,Shaikpet,1099,78.45,17.42,535,premonsoon 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,HYDERABAD,Shaikpet,"Vengal Rao Park, Srinagar colony",4001,78.42,17.41,,premonsoon 2022,7.31,1401,897,0,490,110,1.02,37.6,23,89,11,160,24,500,1.72,C3S1,-0.20,P.S.
131,HYDERABAD,Tirmalgiri,"NIMH,Hasmathpet",3062,78.49,17.46,,premonsoon 2022,7.76,1380,883,0,350,130,1.40,32.9,137,104,3,120,44,480,2.07,C3S1,-2.60,P.S.
132,JAGITYAL,Beerpur,Kandlapalle,1101,78.96,19.03,188,premonsoon 2022,8.1,1270,813,0,340,180,0.68,12.9,26,155,2,64,34.03,299.94,3.89,C3S1,0.80,P.S.
133,JAGITYAL,Dharmapuri,Dharmapuri,1102,79.10,18.95,149,premonsoon 2022,7.99,1920,1229,0,460,310,0.60,7.7,33,212,5,88,63.21,479.89,4.21,C3S1,-0.40,P.S.
134,JAGITYAL,Dharmapuri,Jaina,1103,79.08,19.01,166,premonsoon 2022,8.21,652,417,0,240,80,0.87,6.8,28,68,7,64,19.45,239.97,1.91,C2S1,0.00,P.S.
135,JAGITYAL,Gollapalli,Gollapalli,1104,79.05,18.79,233,premonsoon 2022,7.88,505,323,0,120,60,1.20,3.0,19,48,4,40,4.86,119.99,1.91,C2S1,0.00,P.S.
136,JAGITYAL,Ibrahimpatnam,Ibrahimpatnam,1105,78.58,18.90,303,premonsoon 2022,7.94,467,299,0,160,50,1.12,1.4,42,73,2,24,14.59,119.98,2.90,C2S1,0.80,P.S.
