PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Classification
-1.2428280592467151,-1.0344932067877939,-0.9089094910087722,1.0717829170817197,-0.20772265366161022,-0.363630892200854,0.894637540667795,-1.6195837322376223,C3S1
-1.8651184071958513,-0.836295336260371,-0.8958380718267175,0.7685898580270337,0.2641399422957235,0.5818235961539421,0.2608872836461519,-0.6649590361143379,C3S1
0.6344214506615378,0.39821440811630615,-1.4109964434055033,1.9885491942509332,-1.2100415057332725,-0.13592227234807724,-0.43838513349291724,-0.038015294324003114,C3S1
2.286735667751585,0.4990161777451826,-0.6625866829871434,-0.05478973534129192,0.2916515817867217,-0.18071930717062407,0.20567318495792225,-0.2245945858754164,C2S1
2.267561299471986,0.5600423995026499,-0.7450974350749608,0.09172603812450354,0.1888878716344789,0.12908639411171477,-0.015099501991704756,-0.47490552793886753,C2S1
0.15633776085522647,-0.3498933449134551,-0.815282374228056,0.27644887486885267,0.29295917067328725,0.35820091523808223,0.19099222295015997,-0.7958700103089339,C3S1
-2.474082132789622,1.8437992110755812,-0.23807662613147063,3.841737366594587,3.8343280054808715,2.8023820444436125,-3.6782792695521573,-1.1648920674495435,C3S1
1.4908832401513326,1.2943583914506265,-0.9342091251801964,1.6361941144358476,-0.12261337053764743,0.20732949890980362,-1.2373979785557505,-0.2756572829088182,C3S1
2.724794274999042,0.803221371070576,-1.1685879246168356,1.6688531445283141,-0.33764059968304994,-0.34995188380145226,-0.8821578179651426,0.2044941947257139,C2S1
3.2873375603936172,-0.10257619608428227,-1.2300708198220747,1.5911176899345827,0.5332522968033794,-0.27340115971543133,0.4041591276956251,0.38913417103668346,C2S1
-2.3399021962935493,-1.1250494885813687,-1.1470178829147248,0.8265134289145447,-0.40028881407911426,0.44402879975193965,1.3550663441239603,-0.3305590362476422,C3S1
0.42635888367415425,0.8817014173994395,-1.2583351271144934,1.40355869692591,-0.7982151380019551,0.13896913466778196,-0.3234780997284092,-0.3119845674276845,C3S1
-2.33733083558156,1.4871914916685132,-0.38244410773943255,-0.3240930735730488,-0.27946144272621887,1.1159060804695504,1.3231403098924666,-0.5992112237826428,C3S2
-6.223091354495914,-1.6869493147575878,-1.5612156138775433,1.9793574963691531,-0.996931429525132,4.300591186826031,2.810473881256596,-0.2895958455813715,C4S1
0.7007316229724974,-0.7027543595899403,-0.9637467695401727,1.5204445786793512,1.964425186617705,2.4091531737051897,-0.4635314447379293,-0.6883114358020904,C3S1
-9.411248782596443,-0.17640850717760428,-0.9651906800363939,2.3062090070189294,-0.5403115883717561,3.5342312880896993,3.928239747533922,-0.2186303849752227,C4S2
1.4175052981712026,-0.26816589423634735,-0.7841430007013643,-0.13293548713622935,0.49889629391474544,-0.22367866651209356,0.43796562985495274,-0.04077852380467344,C3S1
0.04076780342990873,1.2631583250186413,-1.1905492868941354,2.9305533771605297,0.07269184843738138,-0.36041030047111067,0.88300391863067,0.5620417098357925,C3S1
0.6137944488934542,0.89060985421426,-0.43552361352734364,-0.40875884609972685,0.8408717637842527,0.7891735598830184,-0.26439652737124364,-0.7955003588437572,C3S1
3.5030983550344135,-0.11249887505279049,-0.8995755703051999,0.7351169160457747,0.8246218578339,-0.44093203940235814,0.8723982103533107,-0.16605724194642382,C1S1
-3.2044981638376857,-2.0779775637065283,-1.3602028739407621,-0.07091809987104855,-1.0141304798001693,0.9969866152374806,0.5248805536988072,-0.23655044925590407,C3S1
-3.3414175787578277,7.667079417937904,1.113848427651037,-3.7155774598573097,-0.6723340909190568,1.126304641679639,-0.06972954517963502,0.719695013641103,C4S3
