sno,district,mandal,village,temp_id,long_gis,lat_gis,gwl,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
125,MAHABUBNAGAR,CC Kunta,Damagnapur,1295,77.7554,16.4997,5.57,Pre-monsoon 2020,8.18,1869,1196.16,0,480,270,1.19,45.97302,32,234,3.1,40,87.516,459.8519737,4.744374838,C3S1,0.402960526,P.S.
126,MAHABUBNAGAR,CC Kunta,Kurumurthy,1296,77.816757,16.441442,21.68,Pre-monsoon 2020,8.23,1048,670.72,0,120,220,1.76,75.07155,19,84,20.27,80,29.172,319.9506579,2.041784705,C3S1,-3.999013158,P.S.
127,MAHABUBNAGAR,CC Kunta,Thirmalapur,1297,77.824269,16.48271,8.4,Pre-monsoon 2020,8.32,1245,796.8,10,220,210,1.1,0.026574,46,147,4.5,48,38.896,279.9342105,3.819983706,C3S1,-0.998684211,P.S.
128,MAHABUBNAGAR,Devarkadara,Devarakadra,1300,77.832836,16.6058,14.26,Pre-monsoon 2020,9.06,1696,1085.44,80,400,200,2.61,14.88144,44,310,1.2,8,43.758,199.9259868,9.532333618,C3S2,5.601480263,U.S.
129,MAHABUBNAGAR,Hanwada,Hanwada,1304,77.897252,16.808381,20.08,Pre-monsoon 2020,8.29,2048,1310.72,0,160,420,0.4,164.98025,37,117,4.36,104,102.102,679.8273026,1.951006537,C3S1,-10.39654605,P.S.
130,MAHABUBNAGAR,Jadcherla,Jadcherla,1305,78.122404,16.774181,19.55,Pre-monsoon 2020,8.02,1933,1237.12,0,210,400,1.35,183.8035,24,80,2.2,208,63.206,779.8930921,1.24550253,C3S1,-11.39786184,P.S.
131,MAHABUBNAGAR,Koilkonda,Dammaipally,1307,77.89946,16.759993,11.91,Pre-monsoon 2020,8.48,1163,744.32,30,120,240,0.59,85.9226,22,115,2.92,56,48.62,339.9177632,2.711958717,C3S1,-3.798355263,P.S.
132,MAHABUBNAGAR,Mahabubnagar (R) ,Kodur,1312,77.924,16.68,12.53,Pre-monsoon 2020,8.59,962,615.68,30,240,160,1.3,21.48065,13,165,10.8,16,29.172,159.9506579,5.672350949,C3S1,2.200986842,MR
133,MAHABUBNAGAR,Mahabubnagar(U),Yenugonda,1313,78.020981,16.761294,22.5,Pre-monsoon 2020,8.38,1767,1130.88,10,250,330,1.55,94.51486,40,163,32.6,64,77.792,479.8684211,3.235181741,C3S1,-4.397368421,P.S.
134,MAHABUBNAGAR,Midjil,Kothapalli,1316,78.2315,16.7506,10.77,Pre-monsoon 2020,8.19,1351,864.64,0,130,260,0.8,153.11053,26,62,5.35,104,63.206,519.8930921,1.182243214,C3S1,-7.797861842,P.S.
135,MAHABUBNAGAR,Nawabpet,Nawabpet,1323,78.0239,16.888,7.99,Pre-monsoon 2020,8.15,1773,1134.72,0,130,430,2.04,50.4906,35,171,1.3,112,48.62,479.9177632,3.39378919,C3S1,-6.998355263,P.S.
136,MANCHERIAL,Bellampally,Bellampally I,1329,79.503111,19.072027,15.35,Pre-monsoon 2020,8.01,695,444.8,0,150,100,0.37,22.54763636,12,56,2,16,38.896,199.9342105,1.72193453,C2S1,-0.998684211,P.S.
137,MANCHERIAL,Chennur,Chennur I,1331,79.780222,18.852222,8.15,Pre-monsoon 2020,7.94,576,368.64,0,150,80,0.83,11.87777273,10.5,57,3,16,29.172,159.9506579,1.959539419,C2S1,-0.199013158,P.S.
138,MANCHERIAL,Jaipur,Jaipur,1335,79.579972,18.844277,3.9,Pre-monsoon 2020,7.66,543,347.52,0,100,50,0.14,84.95627273,17.25,27,16,40,19.448,179.9671053,0.875063084,C2S1,-1.599342105,P.S.
139,MANCHERIAL,Mandamarri,Mandamarri,1342,79.477854,18.978679,5.9,Pre-monsoon 2020,8.09,1151,736.64,0,190,200,0.31,14.89754545,49.75,117,4,48,38.896,279.9342105,3.040395195,C3S1,-1.798684211,P.S.
140,MANCHERIAL,Tandur,Tandur ,1345,79.456254,19.157871,13.3,Pre-monsoon 2020,8.3,2142,1370.88,20,370,210,0.62,171.3217727,50.75,216,89,16,63.206,299.8930921,5.423038455,C3S1,1.802138158,MR
141,MANCHERIAL,Vemanpally,Neelwai,1346,79.81505,19.04799,1.7,Pre-monsoon 2020,7.46,464,296.96,0,170,50,0.51,1.811863636,7.25,49,5,32,14.586,139.9753289,1.80070469,C2S1,0.600493421,P.S.
142,MEDAK,Chegunta,Chegunta,1348,78.5186,17.9341,18.1,Pre-monsoon 2020,7.78,862,551.68,0,360,40,2.01,17.67171,7.45,98.04,4.31,32,34.034,219.9424342,2.87422626,C3S1,2.801151316,U.S.
143,MEDAK,Havelighanpur,Mutayapally,1350,78.2189,18.0845,13.65,Pre-monsoon 2020,7.83,1026,656.64,0,280,130,0.83,33.6604,13.25,106.47,3.22,56,34.034,279.9424342,2.766718988,C3S1,0.001151316,P.S.
144,MEDAK,Kulcharam,Rangampet,1353,78.1176,17.9451,39.1,Pre-monsoon 2020,7.82,998,638.72,0,320,110,0.58,14.39425,10.08,79.31,3.42,56,43.758,319.9259868,1.927859388,C3S1,0.001480263,P.S.
145,MEDAK,Medak,Medak,1354,78.2708,18.0528,18.4,Pre-monsoon 2020,7.47,2015,1289.6,0,290,280,0.73,298.9575,23.7,177.8,6.3,192,19.448,559.9671053,3.266800872,C3S1,-5.399342105,P.S.
146,MEDAK,Narasapur,Narasapur,1356,78.2819,17.735,33,Pre-monsoon 2020,8.22,1162,743.68,0,230,220,0.81,19.26615,12.25,96.77,3.32,48,58.344,359.9013158,2.217793916,C3S1,-2.598026316,P.S.
147,MEDAK,Narasapur,Reddypally,1357,78.2633,17.7856,24.4,Pre-monsoon 2020,7.48,2470,1580.8,0,490,440,0.84,86.8084,38.25,237.4,7.1,128,97.24,719.8355263,3.847124492,C4S1,-4.596710526,P.S.
148,MEDAK,Papannapet,Papannapet,1359,78.085354,18.04217,31.2,Pre-monsoon 2020,7.68,1250,800,0,490,60,0.79,19.26615,24.6,75.2,2.23,80,63.206,459.8930921,1.524619821,C3S1,0.602138158,P.S.
150,MEDAK,Shankarampet ,Gavvalapalli,1361,77.9172,18.0517,10.1,Pre-monsoon 2020,8.75,768,491.52,30,130,120,1.1,28.47847,15.5,79.67,1.76,24,34.034,199.9424342,2.449708976,C3S1,-0.798848684,P.S.
151,MEDAK,Shankarampet R,Shankarampet,1362,78.372,17.971,26.5,Pre-monsoon 2020,7.51,3047,1950.08,0,370,600,0.62,230.7509,44.38,259.4,3.9,200,97.24,899.8355263,3.759763851,C4S1,-10.59671053,P.S.
152,MEDAK,Shivampet,Shivampet,1364,78.37,17.7863,31.3,Pre-monsoon 2020,7.84,899,575.36,0,220,120,0.81,32.95176,16.7,54.91,3.08,64,38.896,319.9342105,1.334729523,C3S1,-1.998684211,P.S.
153,MEDAK,Shivampet,Gudur,1363,78.3674,17.7817,32,Pre-monsoon 2020,7.47,1909,1221.76,0,190,430,0.76,128.441,32.5,115,5.7,120,92.378,679.84375,1.917632801,C3S1,-9.796875,P.S.
154,MEDAK,Shivampet,Usrikapally,1365,78.3949,17.8211,24.8,Pre-monsoon 2020,7.73,1217,778.88,0,310,190,0.86,16.69733,16.6,107.6,1.27,64,53.482,379.9095395,2.400182892,C3S1,-1.398190789,P.S.
155,MEDAK,Tekmal,Tekmal,1366,78.0304,17.9754,37.8,Pre-monsoon 2020,7.75,1179,754.56,0,400,110,0.65,32.73031,14.18,89.72,2.92,64,58.344,399.9013158,1.950675424,C3S1,0.001973684,P.S.
156,MEDAK,Toopran,Islampur,1367,78.4746,17.8772,15.95,Pre-monsoon 2020,7.52,872,558.08,0,230,130,1.41,18.07032,12.55,50.92,1.32,80,34.034,339.9424342,1.200764581,C3S1,-2.198848684,P.S.
157,MEDAK,Toopran,Toopran,1368,78.4775,17.8413,13.7,Pre-monsoon 2020,7.4,2535,1622.4,0,260,590,0.34,133.7558,43.38,169.2,5.9,200,92.378,879.84375,2.480103162,C4S1,-12.396875,P.S.
158,MEDAK,Yeldurthy,Edulapally,1369,78.3492,17.9672,24.4,Pre-monsoon 2020,8.07,921,589.44,0,180,170,0.94,18.20319,17.55,89.13,1.33,56,29.172,259.9506579,2.403535882,C3S1,-1.599013158,P.S.
160,MEDAK,Yeldurthy,Ramayapally,1371,78.3213,17.9453,14.2,Pre-monsoon 2020,8.03,655,419.2,0,280,20,0.89,11.38253,10.7,42.02,0.94,56,24.31,239.9588816,1.179396399,C2S1,0.800822368,P.S.
161,MEDCHAL,Alwal,Old Alwal,1374,78.508,17.494,7.54,Pre-monsoon 2020,8.04,992,634.88,0,300,110,0.79,21.56923,21,55,1,72,48.62,379.9177632,1.226846007,C3S1,-1.598355263,P.S.
162,MEDCHAL,Balanagar,Balanagar 1,1376,78.45,17.47,10.12,Pre-monsoon 2020,7.68,2309,1477.76,0,580,400,2,47.3903,24,360,2,56,72.93,439.8766447,7.462927333,C4S2,2.802467105,U.S.
163,MEDCHAL,Kukatpally,Kaithalapur,1389,78.4,17.47,9.33,Pre-monsoon 2020,8.01,449,287.36,0,130,50,0.49,0.17716,12,42,4,32,9.724,119.9835526,1.667095948,C2S1,0.200328947,P.S.
164,MEDCHAL,Kukatpally,Kukatpally 1,1387,78.397,17.481,29.03,Pre-monsoon 2020,7.89,1801,1152.64,0,460,240,1.1,110.725,8,265,9.6,72,43.758,359.9259868,6.073114034,C3S1,2.001480263,MR
165,MEDCHAL,Malkajgiri,Malkajgiri,1390,78.535,17.449,25.87,Pre-monsoon 2020,8.2,558,357.12,0,130,100,1.96,18.24748,14,60,1.72,48,14.586,179.9753289,1.944540202,C2S1,-0.999506579,P.S.
166,MEDCHAL,Qutubullapur,Gajularamaram 2,1396,78.42,17.53,5.52,Pre-monsoon 2020,7.79,1025,656,0,360,90,0.89,31.93309,19,112,1,88,19.448,299.9671053,2.811598938,C3S1,1.200657895,P.S.
168,MEDCHAL,Qutubullapur,Qutubullapur 2,1399,78.46,17.5,33.82,Pre-monsoon 2020,9.08,1629,1042.56,50,440,230,2.4,1.55015,16.5,184,3.9,40,82.654,439.8601974,3.814456395,C3S1,1.002796053,P.S.
169,MEDCHAL,Qutubullapur,Shapurnagar,1394,78.44,17.54,,Pre-monsoon 2020,7.85,1709,1093.76,0,590,200,1.34,2.34737,25,172,3,80,87.516,559.8519737,3.160559743,C3S1,0.602960526,P.S.
170,MULUGU,Eturu Nagaram,Eturu Nagaram (D),3040,80.440017,18.359652,14.2,Pre-monsoon 2020,7.32,102,65.28,0,30,20,0.04,1.207909091,4.25,10,1,16,4.862,59.99177632,0.561340405,C1S1,-0.599835526,P.S.
172,MULUGU,Govindaraopet,Pasra,1051,80.171524,18.207438,5.83,Pre-monsoon 2020,7.7,1780,1139.2,0,220,280,0.28,95.62613636,29.25,140,5,112,58.344,519.9013158,2.669560338,C3S1,-5.998026316,P.S.
173,MULUGU,Govindaraopet,Project Nagar,1052,80.1944,18.2616,5.87,Pre-monsoon 2020,7.49,1225,784,0,420,160,0.98,0.805272727,28.25,192,18,48,53.482,339.9095395,4.527846717,C3S1,1.601809211,MR
174,NAGARKURNOOL,Amarabad,Domalapenta,1406,78.87839,16.211577,6.2,Pre-monsoon 2020,7.5,880,563.2,0,210,120,0.23,48.2761,16,36,19,96,19.448,319.9671053,0.875028098,C3S1,-2.199342105,P.S.
175,NAGARKURNOOL,Balmur,Balmur,1410,78.566382,16.331127,21.27,Pre-monsoon 2020,8.81,1174,751.36,30,440,70,2.16,8.23794,9,117,2.37,80,24.31,299.9588816,2.93715701,C3S1,3.400822368,U.S.
176,NAGARKURNOOL,Bijinepalli,Bijinepalli,1413,78.196422,16.535278,17.06,Pre-monsoon 2020,7.4,1411,903.04,0,380,220,0.6,35.432,24,55,2,136,68.068,619.8848684,0.960460118,C3S1,-4.797697368,P.S.
177,NAGARKURNOOL,Kalwakuthy,Kalwakuthy,1414,78.488,16.667,14.37,Pre-monsoon 2020,7.56,1713,1096.32,0,360,290,1.15,112.0537,30,72,2,152,82.654,719.8601974,1.166757443,C3S1,-7.197203947,P.S.
178,NAGARKURNOOL,Kodair,Kodair,1417,78.274343,16.269624,1.76,Pre-monsoon 2020,7.92,1615,1033.6,0,430,230,1.09,74.8501,30,98,1,72,116.688,659.8026316,1.658789272,C3S1,-4.596052632,P.S.
179,NAGARKURNOOL,Kollapur,Kollapur,1419,78.306,16.107,3.35,Pre-monsoon 2020,7.69,3072,1966.08,0,290,820,0.57,25.2453,56,278,0.6,176,131.274,979.7779605,3.861474106,C4S1,-13.79555921,P.S.
180,NAGARKURNOOL,Lingal,Ambatipally,1421,78.446,16.277,4.18,Pre-monsoon 2020,7.84,1705,1091.2,0,380,290,1.17,1.72731,35,115,2,112,77.792,599.8684211,2.041465309,C3S1,-4.397368421,P.S.
181,NAGARKURNOOL,Nagarkurnool,Nagarkurnool,1424,78.302619,16.491743,21.16,Pre-monsoon 2020,7.8,1590,1017.6,0,380,240,1.46,93.009,24,72,0.72,144,72.93,659.8766447,1.218633974,C3S1,-5.597532895,P.S.
182,NAGARKURNOOL,Telkapally,Telkapally,1428,78.440307,16.435091,2.43,Pre-monsoon 2020,8.23,1391,890.24,0,480,130,2.29,0.26574,15,209,1,32,38.896,239.9342105,5.866409326,C3S1,4.801315789,U.S.
183,NAGARKURNOOL,Thimmajipet,Gummakonda,1429,78.19,16.6224,14.46,Pre-monsoon 2020,7.99,1414,904.96,0,280,180,0.47,152.8005,19,61,0.49,80,77.792,519.8684211,1.163202375,C3S1,-4.797368421,P.S.
184,NAGARKURNOOL,Uppununuthala,Uppununthala,1431,78.591328,16.450018,6.42,Pre-monsoon 2020,7.8,2404,1538.56,0,240,530,0.3,167.8591,54,75,2,144,160.446,1019.728618,1.021153719,C4S1,-15.59457237,P.S.
185,NAGARKURNOOL,Veldanda,Veldanda,1433,78.5211,16.73106,28.35,Pre-monsoon 2020,7.62,2592,1658.88,0,260,500,0.59,235.1799,59,223,3,208,53.482,739.9095395,3.564410495,C4S1,-9.598190789,P.S.
186,NALGONDA,Advidevulapally,Ulsaipalem,1434,79.499703,16.706822,2.47,Pre-monsoon 2020,8.34,918,587.52,10,240,120,1.25,19.66476,20,84,1.87,32,48.62,279.9177632,2.182911961,C3S1,-0.598355263,P.S.
187,NALGONDA,Anumula,Anumula,1435,79.289548,16.798786,11.61,Pre-monsoon 2020,8.83,1590,1017.6,40,550,60,2.92,115.5969,20,322,3.9,16,14.586,99.97532895,14.00172729,C3S3,9.800493421,U.S.
188,NALGONDA,Anumula,Chintagudem,1436,79.292086,16.833094,4.06,Pre-monsoon 2020,8.17,1338,856.32,0,330,160,1.37,117.05847,24,177.7,2.3,56,38.896,299.9342105,4.461147572,C3S1,0.601315789,P.S.
189,NALGONDA,Anumula,Rajavaram,1438,79.407512,16.68016,10.82,Pre-monsoon 2020,8.32,967,618.88,10,130,190,0.48,32.15454,24,85.2,0.68,56,34.034,279.9424342,2.213998852,C3S1,-2.798848684,P.S.
190,NALGONDA,Anumula,Sreerampur,1439,79.304637,16.729108,3.72,Pre-monsoon 2020,8.49,691,442.24,20,210,50,1.18,23.87231,18,83.08,1.73,24,24.31,159.9588816,2.856041228,C2S1,1.400822368,MR
191,NALGONDA,Chandampet,Chandampet,1440,78.888363,16.578477,11.27,Pre-monsoon 2020,8.4,1014,648.96,20,160,190,2.1,45.57441,27,159.3,16.1,24,24.31,159.9588816,5.476256231,C3S1,0.400822368,P.S.
192,NALGONDA,Chandur,Angadipet,1517,79.018416,16.984083,13.44,Pre-monsoon 2020,8.14,1604,1026.56,0,140,320,0.41,213.21206,36,110,9.88,88,82.654,559.8601974,2.021273363,C3S1,-8.397203947,P.S.
193,NALGONDA,Chandur,Bangarigadda,1446,79.011361,16.984666,13.04,Pre-monsoon 2020,8.8,1494,956.16,30,550,90,2.38,34.72336,15,287.6,4.4,32,14.586,139.9753289,10.56903406,C3S2,8.800493421,U.S.
194,NALGONDA,Chandur,Chandur,1447,79.0601,16.9681,14.54,Pre-monsoon 2020,7.71,2585,1654.4,0,390,480,1.32,224.9932,33,181.9,3.4,104,155.584,899.7368421,2.636617383,C4S1,-10.19473684,P.S.
195,NALGONDA,Chandur,Sirdepally,1452,79.063083,17.014888,12.67,Pre-monsoon 2020,8.34,1128,721.92,10,400,90,2.04,18.82325,12,96.4,2.4,8,82.654,359.8601974,2.2094404,C3S1,1.002796053,P.S.
197,NALGONDA,Devarakonda,Padamtipally,1459,78.797379,16.67664,13.84,Pre-monsoon 2020,8.44,528,337.92,20,100,30,0.98,113.8253,7,20,3.67,40,29.172,219.9506579,0.586326505,C2S1,-1.999013158,P.S.
199,NALGONDA,Gundlapally,Vavikole,1461,78.76505,16.675791,6.77,Pre-monsoon 2020,9.37,2393,1531.52,40,950,130,3.39,11.86972,15,486,3.9,24,24.31,159.9588816,16.7072224,C4S3,16.60082237,U.S.
200,NALGONDA,Gurrampode,Gurrampode,1463,79.091378,16.851709,2.97,Pre-monsoon 2020,8.41,793,507.52,20,110,160,0.23,0.314459,31,68.96,0.63,64,19.448,239.9671053,1.935501715,C3S1,-2.199342105,P.S.
201,NALGONDA,Gurrampode,Koppole,1464,79.146882,16.914619,2.17,Pre-monsoon 2020,8.22,1509,965.76,0,350,230,2.02,56.82407,25,179.3,1.8,48,58.344,359.9013158,4.109232708,C3S1,-0.198026316,P.S.
202,NALGONDA,K.Mallepally,K.Mallepally,1466,78.981033,16.729392,8.72,Pre-monsoon 2020,8.6,410,262.4,20,120,50,0.28,2.515672,13,38.96,2.6,40,9.724,139.9835526,1.431701917,C2S1,0.000328947,P.S.
203,NALGONDA,kanagala,kanagala,1467,79.198425,16.937341,5.15,Pre-monsoon 2020,8.13,924,591.36,0,250,120,0.42,15.76724,23,37.94,1.71,80,43.758,379.9259868,0.846291522,C3S1,-2.598519737,P.S.
204,NALGONDA,Kattangur,Cheruvu Annaram,1468,79.354249,17.198652,26.78,Pre-monsoon 2020,8.13,2155,1379.2,0,120,620,0.26,33.57182,28,88.18,3.24,168,116.688,899.8026316,1.278111166,C3S1,-15.59605263,P.S.
205,NALGONDA,Kattangur,Kattangur,1469,79.320303,17.161891,9.43,Pre-monsoon 2020,7.46,2478,1585.92,0,410,510,1.31,43.62565,31,319.4,14.6,88,72.93,519.8766447,6.090555739,C4S2,-2.197532895,P.S.
207,NALGONDA,Munugode,Kistapur,1482,79.017026,17.156249,9.38,Pre-monsoon 2020,8.85,1956,1251.84,30,390,350,1.8,35.432,23,323.8,4.1,32,48.62,279.9177632,8.414605869,C3S2,2.801644737,U.S.
208,NALGONDA,Munugode,Kompalli,1483,78.993715,17.099308,7.79,Pre-monsoon 2020,8.22,1489,952.96,0,180,330,0.46,39.68384,37,206,26.7,64,24.31,259.9588816,5.55503826,C3S1,-1.599177632,P.S.
209,NALGONDA,Nakrekal,Arlagaddagudam,1485,79.400636,17.139111,5.13,Pre-monsoon 2020,8.65,1513,968.32,30,200,330,0.61,15.28005,20,152.4,4.6,40,72.93,399.8766447,3.313554448,C3S1,-3.397532895,P.S.
210,NALGONDA,Nakrekal,Nakrekal,1486,79.420978,17.159338,7.38,Pre-monsoon 2020,7.95,924,591.36,0,230,150,0.72,4.56187,15,85.54,4.17,64,29.172,279.9506579,2.22280141,C3S1,-0.999013158,P.S.
211,NALGONDA,Nakrekal,Vallabhapur,1488,79.479895,17.238945,2.57,Pre-monsoon 2020,8.1,1512,967.68,0,90,340,0.45,159.57687,19,60.6,4.66,176,38.896,599.9342105,1.075704472,C3S1,-10.19868421,P.S.
212,NALGONDA,Nalgonda,Mushampally,1489,79.32478,16.97492,6.31,Pre-monsoon 2020,8.06,1960,1254.4,0,290,440,0.75,32.42028,40,119.35,4.86,40,150.722,719.7450658,1.934217192,C3S1,-8.594901316,P.S.
213,NALGONDA,Nalgonda,S L B C G V guda,1494,79.300907,17.060183,6.36,Pre-monsoon 2020,8.18,1136,727.04,0,120,280,0.41,34.373469,20,66.39,1.71,96,43.758,419.9259868,1.408602507,C3S1,-5.998519737,P.S.
214,NALGONDA,Nalgonda,Seetarampuram,1493,79.216751,17.110312,14.36,Pre-monsoon 2020,7.75,1305,835.2,0,310,220,0.28,19.70905,18,204,13.2,56,14.586,199.9753289,6.272116573,C3S2,2.200493421,MR
215,NALGONDA,Narketpalli,Akkenepally,1496,79.235645,17.290078,3.88,Pre-monsoon 2020,8.25,3189,2040.96,0,400,760,1.84,40.92396,39,458.2,17,88,87.516,579.8519737,8.273107718,C4S2,-3.597039474,P.S.
216,NALGONDA,Narketpalli,Narketpalli,1497,79.191305,17.20025,16.79,Pre-monsoon 2020,8.65,630,403.2,30,180,40,3.15,52.57223,10,46.39,8.72,32,34.034,219.9424342,1.360009753,C2S1,-0.198848684,P.S.
217,NALGONDA,Nidamanuru,Nidamanur,1500,79.285277,16.84,5.89,Pre-monsoon 2020,8.39,2223,1422.72,10,500,270,1.96,217.28674,37,402.6,3.4,64,19.448,239.9671053,11.29978234,C3S3,5.400657895,U.S.
218,NALGONDA,P.A Pally,Angadipet,1502,79.084472,16.716555,6.07,Pre-monsoon 2020,8.14,1604,1026.56,0,140,320,0.41,213.21206,36,110,9.88,88,82.654,559.8601974,2.021273363,C3S1,-8.397203947,P.S.
219,NALGONDA,Peddavoora,Velmaguda,1506,79.18302,16.77852,6,Pre-monsoon 2020,8.33,3121,1997.44,10,370,670,1.15,94.24912,96,381.2,63.3,56,121.55,639.7944079,6.552466904,C4S2,-5.195888158,P.S.
221,NALGONDA,Thiparthy,Thipparthy,1512,79.418305,17.01375,3.94,Pre-monsoon 2020,8.84,1023,654.72,30,350,100,1.38,4.429,12,114.97,8.64,24,53.482,279.9095395,2.987774701,C3S1,2.001809211,MR
222,NALGONDA,Thiparthy,Mamidala,1513,79.465001,17.065212,7.27,Pre-monsoon 2020,8.7,487,311.68,30,110,60,0.42,5.257223,11,45.24,4.8,32,14.586,139.9753289,1.662528167,C2S1,0.000493421,P.S.
225,NARAYANPET,Maddur,Maddur,1310,77.607,16.857,14.25,Pre-monsoon 2020,8.87,1477,945.28,20,570,90,3.64,31.4459,26.68,274.9,3.3,40,19.448,179.9671053,8.90943858,C3S2,8.200657895,U.S.
226,NARAYANPET,Makthal,Makthal,1314,77.500096,16.500518,10.56,Pre-monsoon 2020,8.08,1244,796.16,0,260,160,0.2,138.6277,28.58,90.35,1.09,120,34.034,439.9424342,1.872847408,C3S1,-3.598848684,P.S.
227,NARAYANPET,Marikal,Marikal,1315,77.698167,16.592044,16,Pre-monsoon 2020,8.08,1941,1242.24,0,240,400,0.2,167.4162,32.83,108.68,4.42,128,106.964,759.8190789,1.714220548,C3S1,-10.39638158,P.S.
228,NARAYANPET,Narayanpet,Kollampally,1319,77.616892,16.667939,9.27,Pre-monsoon 2020,8.29,621,397.44,0,180,70,0.76,19.66476,11.1,63.15,0.49,40,19.448,179.9671053,2.046675323,C2S1,0.000657895,P.S.
229,NARAYANPET,Narayanpet,Kotakonda,1320,77.637795,16.754004,5.22,Pre-monsoon 2020,8.35,111,71.04,20,20,20,0.2,5.71341,5.95,17,0.2,8,4.862,39.99177632,1.168787984,C1S1,0.000164474,P.S.
230,NARAYANPET,Narayanpet,Narayanapet,1321,77.4812,16.7423,12.39,Pre-monsoon 2020,7.88,3553,2273.92,0,270,630,0.45,414.1115,107.29,355.6,44.4,144,106.964,799.8190789,5.46686106,C4S2,-10.59638158,P.S.
231,NARAYANPET,Narva,Narva,1322,77.6567,16.4706,17.78,Pre-monsoon 2020,7.76,1350,864,0,230,230,0.52,113.8253,25.85,45.09,1.87,216,14.586,599.9753289,0.800360604,C3S1,-7.399506579,P.S.
232,NARAYANPET,Utkoor,Utkoor,1327,77.5003,16.6407,7.39,Pre-monsoon 2020,7.89,2353,1505.92,0,180,440,0.39,297.6288,35,155.7,4.2,112,126.412,799.7861842,2.393722642,C4S1,-12.39572368,P.S.
233,NARAYANPET,Utkoor,Chinnaporla,1326,77.516956,16.581217,8.24,Pre-monsoon 2020,8.09,1553,993.92,0,270,280,0.45,25.2453,21.43,206,3.7,40,38.896,259.9342105,5.555301875,C3S2,0.201315789,P.S.
234,NIRMAL,Kadam,Kadam,1523,78.775944,19.096611,4.7,Pre-monsoon 2020,7.98,616,394.24,0,220,80,1.05,17.51468182,12.5,47,2,72,24.31,279.9588816,1.221301518,C3S1,-1.199177632,P.S.
235,NIRMAL,Khanapur,Khanapur,1524,78.662131,19.047089,8.25,Pre-monsoon 2020,7.99,848,542.72,0,260,110,1.31,44.08868182,18.5,44,3,80,48.62,399.9177632,0.956620081,C3S1,-2.798355263,P.S.
236,NIRMAL,Kubeer,Kubeer,1525,77.945833,19.2495,8,Pre-monsoon 2020,8.24,742,474.88,0,200,80,1.14,42.0755,31,21,1,64,48.62,359.9177632,0.481271139,C2S1,-3.198355263,P.S.
237,NIRMAL,Kuntala,Kuntala,1526,78.1004,19.1693,16.2,Pre-monsoon 2020,8.32,668,427.52,30,90,170,4.78,5.234272727,22.25,141,13,24,9.724,99.98355263,6.130938992,C2S1,0.400328947,P.S.
238,NIRMAL,Laxmanchanda,Laxmanchanda,1527,78.460861,19.017055,2.9,Pre-monsoon 2020,7.98,1177,753.28,0,150,200,1.05,43.48472727,98.5,22,2,72,97.24,579.8355263,0.39723036,C3S1,-8.596710526,P.S.
239,NIRMAL,Lokeswaram,Abdullapur,1528,78.0378,18.9703,14.05,Pre-monsoon 2020,8.09,788,504.32,0,250,90,0.31,32.61354545,15,27,2,48,63.206,379.8930921,0.602289414,C3S1,-2.597861842,P.S.
240,NIRMAL,Lokeswaram,Lokeswaram,1529,78.0899,19.0245,15.4,Pre-monsoon 2020,7.81,603,385.92,0,170,110,0.32,14.29359091,9,47,1,40,38.896,259.9342105,1.267471787,C2S1,-1.798684211,P.S.
241,NIRMAL,Mamada,Mamada,1531,78.522916,19.077972,3.8,Pre-monsoon 2020,8.01,597,382.08,0,210,90,0.77,24.96345455,19,31,12,32,58.344,319.9013158,0.753573894,C2S1,-2.198026316,P.S.
242,NIRMAL,Nirmal,Nirmal,1534,78.343527,19.092416,4.9,Pre-monsoon 2020,8.14,316,202.24,0,170,10,0.45,4.831636364,31,24,1,40,19.448,179.9671053,0.777833852,C2S1,-0.199342105,P.S.
243,NIRMAL,Sarangapur,Beeravelly,1536,78.261972,19.139638,14.1,Pre-monsoon 2020,7.92,599,383.36,0,110,70,0.52,44.29,94,22,2,56,38.896,299.9342105,0.552308647,C2S1,-3.798684211,P.S.
244,NIRMAL,Tanur,Bhosi,1538,77.879444,19.109333,21.95,Pre-monsoon 2020,8.06,1020,652.8,0,210,110,1.75,106.6986364,15.25,31,7,64,63.206,419.8930921,0.657755507,C3S1,-4.197861842,P.S.
245,NIZAMABAD,Armoor,perkit,1557,78.315,18.808,7.6,Pre-monsoon 2020,7.52,1221,781.44,0,330,180,0.96,58.0199,23,72,3,88,68.068,499.8848684,1.400134204,C3S1,-3.397697368,P.S.
246,NIZAMABAD,Bheemgal,Bheemgal,1544,78.442,18.715,7.73,Pre-monsoon 2020,7.65,3717,2378.88,0,490,950,0.58,47.8332,37,239,6,176,233.376,1399.605263,2.777584509,C4S1,-18.19210526,P.S.
247,NIZAMABAD,Bodhan,Bodhan,1545,77.8925,18.6705,9.39,Pre-monsoon 2020,7.45,1265,809.6,0,320,200,0.74,25.95394,24,157,10.3,88,24.31,319.9588816,3.816143799,C3S1,0.000822368,P.S.
248,NIZAMABAD,Darpally,Ramadugu,1558,78.309,18.613,6.8,Pre-monsoon 2020,7.84,768,491.52,0,260,90,1.22,1.3287,14,79,1.95,40,34.034,239.9424342,2.217408587,C3S1,0.401151316,P.S.
