sno,district,mandal,village,temp_id,long_gis,lat_gis,gwl,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
11,BHADRADRI,Ashwapuram,Aswapuram,1022,80.809241,17.841678,8.56,Pre-monsoon 2020,8.71,746,477.44,30,120,100,0.415,61.5631,25,61.16,12.27,56,19.448,219.9671053,1.792919418,C2S1,-1.399342105,P.S.
12,BHADRADRI,Bhadrachalam,Bhadrachalam,1024,80.900922,17.666775,10.59,Pre-monsoon 2020,9.32,1618,1035.52,20,570,120,2.86,2.564391,20,257.6,3.2,8,53.482,239.9095395,7.230931779,C3S2,7.001809211,U.S.
13,BHADRADRI,Burgampad,M.Banjara,1025,80.7911,17.6447,13.48,Pre-monsoon 2020,8.48,1838,1176.32,10,470,240,1.07,72.41415,31,295,10.6,16,58.344,279.9013158,7.666404145,C3S2,4.001973684,U.S.
14,BHADRADRI,Chandrugonda,Ravikampadu,1026,80.6106,17.3986,15.97,Pre-monsoon 2020,8.43,1488,952.32,20,380,140,0.905,109.3963,28,97.49,5.53,8,121.55,519.7944079,1.85915857,C3S1,-2.395888158,P.S.
16,BHADRADRI,Gundala,Kanchanapalli,3016,80.42,17.79,4.29,Pre-monsoon 2020,8.59,367,234.88,20,120,20,0.594,4.145544,8,17.58,3.54,24,19.448,139.9671053,0.646067723,C2S1,0.000657895,P.S.
17,BHADRADRI,Julurpadu,P. Narsapuram,3019,80.520318,17.438169,21.8,Pre-monsoon 2020,8.73,4429,2834.56,20,530,960,0.898,326.90449,20,535,22,24,233.376,1019.605263,7.284670486,C4S2,-9.392105263,P.S.
18,BHADRADRI,Karakagudem,Karakagudem,1033,80.568147,18.034655,6.02,Pre-monsoon 2020,8.62,668,427.52,20,210,60,1.53,1.315413,10,48,22.15,40,24.31,199.9588816,1.475852828,C2S1,0.600822368,P.S.
19,BHADRADRI,Laxmidevipalli,Laxmidevipalli,1035,80.619,17.573,9.89,Pre-monsoon 2020,8.6,975,624,10,180,140,0.314,69.0924,29,85.1,15.93,80,19.448,279.9671053,2.211302824,C3S1,-1.799342105,P.S.
20,BHADRADRI,Manuguru,Pagideru,3022,80.73,17.97,8.22,Pre-monsoon 2020,8.27,709,453.76,0,70,190,0.115,10.27528,9,64.42,16.33,48,19.448,199.9671053,1.980676754,C2S1,-2.599342105,P.S.
21,BHADRADRI,Palwancha,REGELLA,3029,80.58,17.95,6.26,Pre-monsoon 2020,8.81,1145,732.8,20,380,70,0.696,51.513699,20,54.17,89.18,104,19.448,339.9671053,1.277357761,C3S1,1.200657895,P.S.
22,BHADRADRI,Tekulapalli,Bethampudi,3034,80.45,17.56,7.3,Pre-monsoon 2020,8.41,2360,1510.4,10,120,420,0.257,446.53178,58,195.8,3.5,120,102.102,719.8273026,3.173004543,C4S1,-11.79654605,P.S.
23,BHADRADRI,Tekulapalli,Mutyalampadu,3035,80.5,17.54,7.01,Pre-monsoon 2020,9.17,1244,796.16,30,450,80,1.53,40.627217,14,174.1,5.1,24,48.62,259.9177632,4.695187656,C3S1,4.401644737,U.S.
24,BHADRADRI,Yellandu,Komararam,3036,80.32,17.71,7.56,Pre-monsoon 2020,8.59,404,258.56,30,110,20,3.17,20.058941,8,12,12.35,32,19.448,159.9671053,0.412513406,C2S1,-0.399342105,P.S.
25,BHUPALPALLY,Ghanpur Mulug,Chelpur(D),3041,79.853503,18.368545,7.31,Pre-monsoon 2020,7.29,416,266.24,0,100,30,0.21,21.33972727,52,29,4,40,14.586,159.9753289,0.996881774,C2S1,-1.199506579,P.S.
26,BHUPALPALLY,Kataram,Shankarampally 125(D),1057,79.8983,18.6022,28.88,Pre-monsoon 2020,7.32,430,275.2,0,190,30,0.29,25.16477273,9,19,3,40,29.172,219.9506579,0.55701018,C2S1,-0.599013158,P.S.
27,BHUPALPALLY,Mahadevpur,Ambatipalli,1060,80.061858,18.695678,24.23,Pre-monsoon 2020,8.02,502,321.28,0,190,50,0.19,129.2462727,20,42,43,56,24.31,239.9588816,1.178835049,C2S1,-0.999177632,P.S.
28,BHUPALPALLY,Regonda,Regonda,1077,79.7775,18.24,8.75,Pre-monsoon 2020,7.62,936,599.04,0,300,170,0.68,95.82745455,24.75,69,3,56,102.102,559.8273026,1.267926904,C3S1,-5.196546053,P.S.
30,HYDERABAD,Asifnagar,Himayanagar,1088,78.44525,17.397638,4.15,Pre-monsoon 2020,7.43,1271,813.44,0,330,150,0.61,100.5383,24,109.07,7.38,72,53.482,399.9095395,2.371355114,C3S1,-1.398190789,P.S.
31,HYDERABAD,Asifnagar,Kulsanapur,1089,78.437,17.374,8.01,Pre-monsoon 2020,7.76,1123,718.72,0,410,120,0.86,43.8471,19,103.78,46.11,80,38.896,359.9342105,2.37834179,C3S1,1.001315789,P.S.
32,HYDERABAD,Bandlaguda,Chandraingutta,1090,78.484,17.333,14.15,Pre-monsoon 2020,7.76,1183,757.12,0,350,140,0.84,28.83279,26,96.77,3.05,96,38.896,399.9342105,2.103868675,C3S1,-0.998684211,P.S.
33,HYDERABAD,Charminar,Darul Shifa,1092,78.485,17.381,9.22,Pre-monsoon 2020,7.83,893,571.52,0,350,70,0.6,3.63178,13,68.9,21.42,80,24.31,299.9588816,1.729659128,C3S1,1.000822368,P.S.
34,HYDERABAD,Maredpally,Maredpally(s),1095,78.509,17.441,20.9,Pre-monsoon 2020,7.82,878,561.92,0,260,110,1.97,30.38294,23,77.5,2.34,72,29.172,299.9506579,1.94557939,C3S1,-0.799013158,P.S.
35,HYDERABAD,Nampally,Nampally,1097,78.474,17.385,5.99,Pre-monsoon 2020,7.73,1008,645.12,0,320,100,1.43,22.32216,18,103.77,6.14,72,24.31,279.9588816,2.696477841,C3S1,0.800822368,P.S.
36,HYDERABAD,Saidabad,Juvinile home,1098,78.508,17.361,8.11,Pre-monsoon 2020,7.77,1036,663.04,0,310,110,1.34,25.82107,22,114.44,5.06,64,24.31,259.9588816,3.086012517,C3S1,1.000822368,P.S.
37,JAGITYAL,Dharmapuri,Dharmapuri,1102,79.101944,18.946944,7.08,Pre-monsoon 2020,7.81,532,340.48,0,130,70,0.58,32.00959091,12.25,57,7,16,24.31,139.9588816,2.094820368,C2S1,-0.199177632,P.S.
38,JAGITYAL,Gollapalli,Gollapalli,1104,79.0522,18.7906,4.24,Pre-monsoon 2020,8.32,2258,1445.12,40,550,320,2.39,35.02936364,52,209,6,72,121.55,679.7944079,3.485215656,C4S1,-1.795888158,P.S.
39,JAGITYAL,Ibrahimpatnam,Ibrahimpatnam,1105,78.579444,18.898611,4.41,Pre-monsoon 2020,7.51,753,481.92,0,200,80,0.53,45.69922727,25.25,73,3,24,38.896,219.9342105,2.140171763,C3S1,-0.398684211,P.S.
40,JAGITYAL,Jagityal,Jagityal,1106,78.8461,18.8252,9.53,Pre-monsoon 2020,8.28,1068,683.52,0,290,170,1.56,26.37268182,23.5,126,6,24,58.344,299.9013158,3.163395726,C3S1,-0.198026316,P.S.
41,JAGITYAL,Kathalapur,Kathalapur,1108,78.689722,18.752777,5.67,Pre-monsoon 2020,8.3,1404,898.56,20,330,220,2.28,5.032954545,33.75,134,5,32,82.654,419.8601974,2.8433126,C3S1,-1.397203947,P.S.
42,JAGITYAL,Kodimal,Chepial,1109,78.935833,18.624722,11.15,Pre-monsoon 2020,8.06,1037,663.68,0,290,130,2.59,13.287,23,104,2,24,58.344,299.9013158,2.61105679,C3S1,-0.198026316,P.S.
43,JAGITYAL,Korutla,Korutla,1111,78.706388,18.818611,7.58,Pre-monsoon 2020,7.91,1033,661.12,0,230,140,1.38,76.90354545,26,106,4,24,58.344,299.9013158,2.66126942,C3S1,-1.398026316,P.S.
44,JAGITYAL,Mallapur,Mallapur,1112,78.7064,18.9647,9.1,Pre-monsoon 2020,7.86,659,421.76,0,120,90,0.89,67.03895455,22.75,61,5,24,34.034,199.9424342,1.87564011,C2S1,-1.598848684,P.S.
45,JAGITYAL,Mallial,Nukapalli,1114,78.9222,18.7094,9.81,Pre-monsoon 2020,8.09,2636,1687.04,0,360,610,1.74,23.55422727,98,234,5,96,145.86,839.7532895,3.510849109,C4S2,-9.595065789,P.S.
46,JAGITYAL,Metpalli,Metpalli,1121,78.620555,18.847777,13.53,Pre-monsoon 2020,7.81,1960,1254.4,0,370,390,0.5,46.10186364,25.5,196,14,72,92.378,559.84375,3.601594532,C3S1,-3.796875,P.S.
47,JAGITYAL,Pegadapalli,Pegadapalli,1122,79.064444,18.706388,4.12,Pre-monsoon 2020,7.77,1081,691.84,0,150,190,0.97,120.9922273,29.75,108,5,32,58.344,319.9013158,2.62535421,C3S1,-3.398026316,P.S.
48,JAGITYAL,Raikal,Raikal,1125,78.802852,18.910338,2.22,Pre-monsoon 2020,7.67,614,392.96,0,180,70,0.46,14.49490909,15.25,61,2,24,29.172,179.9506579,1.97708472,C2S1,0.000986842,P.S.
49,JAGITYAL,Sarangapur,Sarangapur,1128,78.958055,18.929722,7.34,Pre-monsoon 2020,8.29,717,458.88,0,230,80,1.18,10.46854545,11.25,71,4,16,43.758,219.9259868,2.081575837,C2S1,0.201480263,P.S.
50,JAGITYAL,Velgatur,Velgatur,1131,79.1697,18.8353,5.52,Pre-monsoon 2020,8.27,1487,951.68,0,390,220,1.77,2.2145,33,167,6,32,72.93,379.8766447,3.725352205,C3S1,0.202467105,P.S.
51,JANGAON,Bachannapet,Bachannapet,1132,79.0422,17.7908,8.15,Pre-monsoon 2020,7.39,442,282.88,0,210,50,0.72,4.429,14,29,4,88,14.586,279.9753289,0.753546887,C2S1,-1.399506579,P.S.
52,JANGAON,Devaruppula,Singarajupalli,1135,79.2738,17.5919,7.38,Pre-monsoon 2020,7.26,1347,862.08,0,390,180,0.88,130.4541818,23.75,160,2,48,111.826,579.8108553,2.889009538,C3S1,-3.796217105,P.S.
53,JANGAON,Jangaon,Jangaon,1144,79.1474,17.6973,6.65,Pre-monsoon 2020,7.35,1070,684.8,0,270,150,0.95,125.6225455,22,138,2,72,53.482,399.9095395,3.000339285,C3S1,-2.598190789,P.S.
54,JANGAON,Lingala ghanpur,Lingala ghanpur,1149,79.1997,17.6591,10.55,Pre-monsoon 2020,7.26,1372,878.08,0,250,220,0.56,135.2858182,36.25,223,2,64,48.62,359.9177632,5.110641138,C3S1,-2.198355263,P.S.
55,JANGAON,Palakurthi,Palakurthi,1154,79.4225,17.6691,14.56,Pre-monsoon 2020,8.01,453,289.92,0,240,20,1.07,20.73577273,8.5,58,5,56,19.448,219.9671053,1.700283294,C2S1,0.400657895,P.S.
56,JANGAON,Raghunadhapalli,Raghunadhapalli,1157,79.2636,17.7647,15.08,Pre-monsoon 2020,8.12,1156,739.84,0,430,150,1.66,33.41881818,22.5,197,2,64,53.482,379.9095395,4.394386894,C3S1,1.001809211,P.S.
57,JANGAON,Zafergad,Zafergad,1159,79.487,17.7651,11.29,Pre-monsoon 2020,7.29,1727,1105.28,0,190,460,0.26,36.23727273,52,296,5,88,58.344,459.9013158,6.001109469,C3S1,-5.398026316,P.S.
58,JOGULAMBA(GADWAL),Alampur,Alampur,1160,78.121104,15.896441,3.45,Pre-monsoon 2020,7.99,2636,1687.04,0,480,550,2.53,19.66476,13,511,5,72,4.862,199.9917763,15.71039105,C4S4,5.600164474,U.S.
59,JOGULAMBA(GADWAL),Dharoor,Dharoor,1161,77.678908,16.224385,18,Pre-monsoon 2020,7.67,1640,1049.6,0,360,270,0.61,38.9752,43,76,6,160,63.206,659.8930921,1.286319831,C3S1,-5.997861842,P.S.
60,JOGULAMBA(GADWAL),Dharoor,Neelahally,1163,77.641794,16.265211,18.66,Pre-monsoon 2020,8.01,1700,1088,0,420,250,1.87,43.71423,36,126,2.6,112,72.93,579.8766447,2.274965948,C3S1,-3.197532895,P.S.
61,JOGULAMBA(GADWAL),Gadwal,Gadwal,1164,77.8021,16.2326,3.15,Pre-monsoon 2020,7.42,3961,2535.04,0,420,980,0.89,13.7299,86,225,3,264,194.48,1459.671053,2.560514175,C4S1,-20.79342105,P.S.
62,JOGULAMBA(GADWAL),Gattu,Gattu,1165,77.5757,16.1287,4.8,Pre-monsoon 2020,7.88,632,404.48,0,180,70,0.57,36.7607,11,40,1,88,4.862,239.9917763,1.122623102,C2S1,-1.199835526,P.S.
63,JOGULAMBA(GADWAL),Ieeza,Ieeza,1168,77.671609,16.01518,19.91,Pre-monsoon 2020,8.15,2661,1703.04,0,810,310,2,67.7637,31,515,5.9,56,29.172,259.9506579,13.88781532,C4S4,11.00098684,U.S.
64,JOGULAMBA(GADWAL),K-T Doddi,Kondapur,1169,77.8315,16.0701,4.96,Pre-monsoon 2020,8.22,1142,730.88,0,350,110,3.11,32.06596,27,162,1.6,64,14.586,219.9753289,4.74897836,C3S1,2.600493421,U.S.
65,JOGULAMBA(GADWAL),K-T Doddi,Kuchinerla,1166,77.526,16.179,11.23,Pre-monsoon 2020,8.04,626,400.64,0,170,60,0.68,60.2344,10,29,0.34,88,9.724,259.9835526,0.781982844,C2S1,-1.799671053,P.S.
66,JOGULAMBA(GADWAL),Maldakal,Maldakal,1170,77.687599,16.129667,4.35,Pre-monsoon 2020,7.84,1560,998.4,0,330,260,0.99,67.7637,34,103,2,120,68.068,579.8848684,1.859681199,C3S1,-4.997697368,P.S.
67,JOGULAMBA(GADWAL),Manopad,Manopad,1171,77.9533,15.9656,9.17,Pre-monsoon 2020,7.82,4264,2728.96,0,530,740,1.28,451.758,26,623,1,80,121.55,699.7944079,10.23941103,C4S3,-3.395888158,P.S.
68,JOGULAMBA(GADWAL),Waddepalli,Santhinagar,1172,77.839,15.94,3.37,Pre-monsoon 2020,8.05,5175,3312,0,480,1010,1.33,456.187,158,712,20,128,155.584,959.7368421,9.992544115,O.G,-9.594736842,P.S.
69,KAMAREDDY,Bansawada,Bansawada,1177,77.879,18.393,6.25,Pre-monsoon 2020,8.25,2013,1288.32,0,510,60,4.23,4.91619,440,320,1.2,48,63.206,379.8930921,7.138244905,C3S2,2.602138158,U.S.
70,KAMAREDDY,Bhiknoor,Bhiknoor,1179,78.399,18.196,17.61,Pre-monsoon 2020,7.73,1369,876.16,0,340,220,0.97,53.19229,21,108,4.18,80,68.068,479.8848684,2.143519266,C3S1,-2.797697368,P.S.
71,KAMAREDDY,Bhiknoor,P.D.Mallareddy,1197,78.453,18.173,21.13,Pre-monsoon 2020,7.43,2335,1494.4,0,480,350,0.82,195.3189,19,211.5,10.1,144,82.654,699.8601974,3.475976953,C4S1,-4.397203947,P.S.
72,KAMAREDDY,Bibipet,Bibipet,1180,78.523,18.205,25.68,Pre-monsoon 2020,7.91,849,543.36,0,300,70,0.99,43.31562,8,29.83,1.97,80,43.758,379.9259868,0.66538946,C3S1,-1.598519737,P.S.
73,KAMAREDDY,BICHKUNDA,Pulkal,1198,77.767,18.399,6.72,Pre-monsoon 2020,7.4,1633,1045.12,0,330,270,0.82,48.23181,23,91.57,3.11,184,29.172,579.9506579,1.653216973,C3S1,-4.999013158,P.S.
74,KAMAREDDY,Domakonda,Domakonda,1183,78.436,18.25,25.08,Pre-monsoon 2020,7.51,1683,1077.12,0,360,290,0.72,55.8054,14,79.2,4.39,144,72.93,659.8766447,1.340497372,C3S1,-5.997532895,P.S.
75,KAMAREDDY,Gandhari,Gandhari,1184,78.107,18.396,16.37,Pre-monsoon 2020,7.75,807,516.48,0,300,50,0.67,39.77242,7,25.24,2.33,64,48.62,359.9177632,0.578442073,C3S1,-1.198355263,P.S.
76,KAMAREDDY,Gandhari,Sarvapoor,1202,77.9851,18.3647,18.1,Pre-monsoon 2020,7.98,976,624.64,0,360,80,0.62,48.89616,11,39.32,0.98,104,43.758,439.9259868,0.815071795,C3S1,-1.598519737,P.S.
77,KAMAREDDY,Jukkal,Jukkal,1186,77.604,18.364,9.47,Pre-monsoon 2020,7.76,2476,1584.64,0,620,410,1.81,1.28441,23,280.2,29.7,80,97.24,599.8355263,4.974210992,C4S2,0.403289474,P.S.
78,KAMAREDDY,Kamareddy,Adloor,1174,78.3435,18.3438,19.27,Pre-monsoon 2020,8.11,535,342.4,0,220,30,1.9,31.62306,5,46,2.59,56,14.586,199.9753289,1.414300796,C2S1,0.400493421,P.S.
79,KAMAREDDY,Kamareddy,Narasannapally,1195,78.3617,18.2686,18.41,Pre-monsoon 2020,7.66,803,513.92,0,180,140,2.28,25.77678,13,36,3.39,104,19.448,339.9671053,0.848899379,C3S1,-3.199342105,P.S.
80,KAMAREDDY,Lingampet,Bhavanipet,1178,78.058,18.2791,9.9,Pre-monsoon 2020,7.79,1252,801.28,0,410,120,1.04,40.96825,14,89.89,3.07,120,34.034,439.9424342,1.863312158,C3S1,-0.598848684,P.S.
81,KAMAREDDY,Machareddy,Machareddy,1189,78.493,18.329,11.74,Pre-monsoon 2020,8,1371,877.44,0,280,250,0.64,40.48106,19,60,2.52,160,38.896,559.9342105,1.102439875,C3S1,-5.598684211,P.S.
82,KAMAREDDY,Maddnur,Menoor,1193,77.652,18.483,15.01,Pre-monsoon 2020,7.85,1115,713.6,0,290,150,0.35,53.10371,12,62,4.83,128,24.31,419.9588816,1.315407968,C3S1,-2.599177632,P.S.
83,KAMAREDDY,Nagireddipet,Malthummeda,1191,78.142,18.114,14.7,Pre-monsoon 2020,7.74,979,626.56,0,410,50,1,15.67866,9,47.74,1.69,88,43.758,399.9259868,1.037922116,C3S1,0.201480263,P.S.
84,KAMAREDDY,Nasurullabad,Nasurullabad,1196,77.873,18.468,5.74,Pre-monsoon 2020,7.78,816,522.24,0,300,70,1.34,8.90229,12,66.48,1.75,48,38.896,279.9342105,1.727568142,C3S1,0.401315789,P.S.
85,KAMAREDDY,Nizamsagar,Mohammadnagar,1192,77.908661,18.293098,6.12,Pre-monsoon 2020,7.51,2446,1565.44,0,430,360,1.3,229.11217,23,244,2.8,176,43.758,619.9259868,4.260809028,C4S2,-3.798519737,P.S.
86,KAMAREDDY,Rajampet,Argonda,1175,78.272,18.234,15.73,Pre-monsoon 2020,7.94,765,489.6,0,360,30,1.24,3.49891,10,45.75,2.08,72,34.034,319.9424342,1.112057747,C3S1,0.801151316,P.S.
87,KAMAREDDY,RAMAREDDY,Reddypet,1200,78.417,18.409,13.55,Pre-monsoon 2020,7.95,695,444.8,0,190,100,0.89,25.73249,14,50,2.35,72,19.448,259.9671053,1.348288931,C2S1,-1.399342105,P.S.
88,KAMAREDDY,Sadasivanagar,Sadasivanagar,1201,78.264,18.406,12.08,Pre-monsoon 2020,7.96,573,366.72,0,220,30,1.5,50.97779,11,27,2.54,64,24.31,259.9588816,0.728087539,C2S1,-0.799177632,P.S.
89,KAMAREDDY,Tadwai,Yerrapahad,1205,78.223,18.293,4.62,Pre-monsoon 2020,7.76,1582,1012.48,0,420,190,0.59,55.22963,18,70.02,66.61,152,34.034,519.9424342,1.33510874,C3S1,-1.998848684,P.S.
90,KARIMNAGAR,Choppadandi,Rukmapur,1210,79.1461,18.5334,11.85,Pre-monsoon 2020,8.14,790,505.6,0,210,60,0.7,16.10545455,17.5,80,4,32,19.448,159.9671053,2.750089374,C3S1,1.000657895,P.S.
91,KARIMNAGAR,Gangadhara,Gangadhara,1213,79.008888,18.579444,21.37,Pre-monsoon 2020,8.25,522,334.08,0,170,40,0.61,16.30677273,9.25,60,3,16,19.448,119.9671053,2.381728889,C2S1,1.000657895,P.S.
92,KARIMNAGAR,Huzurabad,Huzurabad,1215,79.407573,18.189488,4.01,Pre-monsoon 2020,8.28,565,361.6,0,150,30,0.69,47.71240909,8.5,56,2,16,19.448,119.9671053,2.222946963,C2S1,0.600657895,P.S.
93,KARIMNAGAR,Saidapur,Saidapur,1222,79.305174,18.2148,9.41,Pre-monsoon 2020,8.23,634,405.76,0,230,40,2.72,4.026363636,12,69,3,24,24.31,159.9588816,2.372013057,C2S1,1.400822368,MR
94,KARIMNAGAR,Thimmapur,Alugunur,1223,79.151234,18.400873,7.19,Pre-monsoon 2020,8.27,753,481.92,0,230,70,0.88,19.32654545,12.25,78,3,32,29.172,199.9506579,2.398310164,C3S1,0.600986842,P.S.
95,KHAMMAM,Bonakal,Mustikunta,1226,80.223141,17.040809,2.95,Pre-monsoon 2020,8.08,1602,1025.28,0,260,280,0.52,85.56022727,48.5,166,7,104,38.896,419.9342105,3.522002207,C3S1,-3.198684211,P.S.
99,KHAMMAM,Khammam(U),Khammam I,1229,80.1333,17.2333,1.4,Pre-monsoon 2020,8.51,574,367.36,80,120,70,1.55,2.2145,15.25,70,2,64,4.862,179.9917763,2.268526582,C2S1,0.400164474,P.S.
101,KHAMMAM,Konijerla,Konijerla,1232,80.2908,17.2211,2.27,Pre-monsoon 2020,7.99,1268,811.52,0,260,220,0.71,41.67286364,26.25,43,4,72,111.826,639.8108553,0.739119767,C3S1,-7.596217105,P.S.
102,KHAMMAM,Kusumanchi,Kusumanchi,1233,79.9583,17.2208,11.3,Pre-monsoon 2020,8.08,686,439.04,0,240,70,0.56,0.805272727,24,69,12,72,4.862,199.9917763,2.121363958,C2S1,0.800164474,P.S.
103,KHAMMAM,Mudigonda,Mudigonda,1234,80.0986,17.1875,3.5,Pre-monsoon 2020,8.09,638,408.32,0,260,50,0.85,0.805272727,15.75,57,3,80,4.862,219.9917763,1.670874367,C2S1,0.800164474,P.S.
109,KHAMMAM,Yerrupalem,Banigandlapadu,3088,80.48,16.86,18.9,Pre-monsoon 2020,8.07,968,619.52,0,270,130,0.58,0.402636364,22.75,147,1,40,19.448,179.9671053,4.764232344,C3S1,1.800657895,MR
110,KUMURAM BHEEM,Asifabad,Asifabad,1243,79.286065,19.359617,21.42,Pre-monsoon 2020,8.04,1080,691.2,0,330,90,1.05,22.34631818,25.75,115,3,40,38.896,259.9342105,3.101260756,C3S1,1.401315789,MR
111,KUMURAM BHEEM,Kagaznagar,Kagaznagar,1250,79.496997,19.355709,6.5,Pre-monsoon 2020,8.22,828,529.92,0,270,60,0.6,49.52427273,17.5,82,4,40,34.034,239.9424342,2.301613977,C3S1,0.601151316,P.S.
112,KUMURAM BHEEM,Kerameri,Kerameri,1252,79.05625,19.444,12.45,Pre-monsoon 2020,8.21,680,435.2,0,230,50,0.62,41.06890909,8.75,68,3,32,29.172,199.9506579,2.090834502,C2S1,0.600986842,P.S.
113,KUMURAM BHEEM,Kowthala,Kowthala,1253,79.7324,19.5219,7.2,Pre-monsoon 2020,8.23,421,269.44,0,160,20,0.27,15.09886364,8.5,42,2,16,19.448,119.9671053,1.667210223,C2S1,0.800657895,P.S.
114,KUMURAM BHEEM,Rebbena,Rebbena II,1256,79.415972,19.257,9.43,Pre-monsoon 2020,8.08,620,396.8,0,240,30,0.62,23.15159091,9.25,62,2,32,24.31,179.9588816,2.00945003,C2S1,1.200822368,P.S.
115,KUMURAM BHEEM,Tiryani,Tiryani,1260,79.27225,19.174472,,Pre-monsoon 2020,8.24,788,504.32,0,250,70,0.54,22.145,17,77,4,40,34.034,219.9506579,2.257357044,C3S1,0.600986842,P.S.
116,MAHABUBABAD,Dhantalapally,Dhantalapally,1265,79.7347,17.5147,4.89,Pre-monsoon 2020,8.25,1260,806.4,0,330,140,2.22,43.88736364,32,128,4,56,48.62,339.9177632,3.018527964,C3S1,-0.198355263,P.S.
117,MAHABUBABAD,Dornakal,Mannegudem,1268,80.043883,17.374115,7.68,Pre-monsoon 2020,8.23,2034,1301.76,0,360,340,0.99,40.66627273,54.75,203,12,88,68.068,499.8848684,3.947600602,C3S1,-2.797697368,P.S.
118,MAHABUBABAD,Kesamudram,Kesamudram,1273,79.9069,17.6816,4.5,Pre-monsoon 2020,8.42,1296,829.44,40,300,150,0.62,44.08868182,31.5,133,8,56,48.62,339.9177632,3.136439212,C3S1,0.001644737,P.S.
119,MAHABUBABAD,Koravi,Ayyagaripally,1274,79.9886,17.503,3.35,Pre-monsoon 2020,8.29,761,487.04,0,260,60,1.94,7.650090909,22,77,2,40,29.172,219.9506579,2.257357044,C3S1,0.800986842,P.S.
120,MAHABUBABAD,Mahabubabad,Mahabubabad,1281,80.0011,17.5983,5.2,Pre-monsoon 2020,7.94,1554,994.56,0,310,200,0.74,42.27681818,40.75,157,6,56,48.62,339.9177632,3.702413206,C3S1,-0.598355263,P.S.
121,MAHABUBABAD,Marripeda,Marripeda,1283,79.8941,17.3852,7,Pre-monsoon 2020,8.24,1408,901.12,0,300,160,1.71,36.63990909,39.75,143,7,56,38.896,299.9342105,3.590006206,C3S1,0.001315789,P.S.
122,MAHABUBABAD,Nellikudur,Nellikudur,1287,79.7597,17.5897,4.9,Pre-monsoon 2020,8.21,892,570.88,0,230,100,1.92,39.25704545,24,90,4,40,34.034,239.9424342,2.526161682,C3S1,-0.198848684,P.S.
123,MAHABUBABAD,Torrur,Torrur,1291,79.6611,17.5836,7.37,Pre-monsoon 2020,7.98,391,250.24,0,100,20,0.18,5.032954545,17.25,33,1,8,14.586,79.97532895,1.604383128,C2S1,0.400493421,P.S.
124,MAHABUBNAGAR,Bhoothpur,Elkicherla,1294,78.116,16.623,13.84,Pre-monsoon 2020,8.72,676,432.64,50,190,60,1.54,14.34996,16,74,1.21,24,34.034,199.9424342,2.275366691,C2S1,0.801151316,P.S.
