sno,district,mandal,village,temp_id,long_gis,lat_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
777,SANGAREDDY,Munipally,Budera,1649,77.87,17.69,539,premonsoon 2021,7.72,1548,991,0,420,160,0.54,155,19,63,8,56,122,640,1.08,C3S1,-4.4,P.S.
778,SANGAREDDY,Nagalgidda,Pusalpad,1650,77.69,18.02,531,premonsoon 2021,8.68,432,276,20,40,100,1.67,4,10,83,0,8,5,40,5.71,C2S1,0.4,P.S.
779,SANGAREDDY,Narayankhed,Abbenda,1665,77.71,18.05,516,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,SANGAREDDY,Narayankhed,Narayanakhed,1651,77.76,18.03,490,premonsoon 2021,7.27,2069,1324,0,400,370,0.31,50,20,60,2,152,112,840,0.9,C3S1,-8.8,P.S.
781,SANGAREDDY,Nyalkal,Hadnoor - s,1652,77.63,17.8,620,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,SANGAREDDY,Patancheru ,Isnapur,1653,78.2,17.55,517,premonsoon 2021,6.41,1768,1132,0,350,310,1.81,52,30,110,2,144,68,640,1.89,C3S1,-5.8,P.S.
783,SANGAREDDY,Patancheru ,Patancheruvu,1654,78.27,17.53,533,premonsoon 2021,7.25,1035,662,0,400,100,0.92,24,15,56,2,104,49,460,1.14,C3S1,-1.2,P.S.
784,SANGAREDDY,Pulkal,Kodur,1655,78.03,17.72,515,premonsoon 2021,6.91,660,422,0,300,30,0.72,18,7,30,1,72,29,300,0.75,C2S1,0,P.S.
785,SANGAREDDY,Pulkal,Muddaipet,1656,77.98,17.75,508,premonsoon 2021,7.41,770,493,0,400,10,0.61,3,5,18,1,64,53,380,0.4,C3S1,0.4,P.S.
786,SANGAREDDY,Pulkal,Pulkal,1657,78,17.73,496,premonsoon 2021,7.88,1137,728,0,370,110,0.63,67,12,50,1,128,39,480,0.99,C3S1,-2.2,P.S.
787,SANGAREDDY,R.C.Puram,R.C.Puram,1658,78.3,17.51,542,premonsoon 2021,7.18,1151,737,0,250,200,1.02,12,18,85,2,96,39,400,1.85,C3S1,-3,P.S.
788,SANGAREDDY,Raikode,Chimnapur,1659,77.75,17.83,540,premonsoon 2021,7.45,932,596,0,110,220,0.84,22,14,89,1,64,24,260,2.4,C3S1,-3,P.S.
789,SANGAREDDY,Sadasivpet,Sadasivpet,1660,77.96,17.62,531,premonsoon 2021,7.58,2174,1391,0,580,280,0.88,78,25,229,4,168,39,580,4.13,C3S1,0.001,P.S.
790,SANGAREDDY,Sangareddy,Sangareddy,1661,78.08,17.6,526,premonsoon 2021,7.69,927,593,0,430,40,4.79,24,14,163,2,56,10,180,5.28,C3S1,5,U.S.
791,SANGAREDDY,Sirgapoor,Wasar,1662,77.66,18.14,470,premonsoon 2021,7.77,1648,1055,0,390,160,0.3,204,29,51,4,240,24,700,0.84,C3S1,-6.2,P.S.
792,SANGAREDDY,Vatpally,Vatpally,1663,77.87,17.91,532,premonsoon 2021,7.38,940,602,0,320,70,0.61,51,11,43,0,96,34,380,0.96,C3S1,-1.2,P.S.
793,SANGAREDDY,Zaheerabad,Ranzole-I,1664,77.66,17.68,606,premonsoon 2021,7.63,414,265,0,130,40,0.38,9,14,24,0.1,24,24,160,0.83,C2S1,-0.6,P.S.
794,SIDDIPET,Akkannapet,Jangaon,1666,79.2,18.09,362,premonsoon 2021,7.43,885,566,0,80,150,0.41,137,27,57,5,104,10,300,1.43,C3S1,-4.4,P.S.
795,SIDDIPET,Bejjanki,Dacharam,1667,79.06,18.25,302,premonsoon 2021,7.49,4324,2767,0,510,1080,3,168,69,520,14,112,190,1060,6.95,C4S1,-10.99,P.S.
796,SIDDIPET,Bejjanki,Guggilla,1668,79.06,18.2,311,premonsoon 2021,8.24,1070,685,0,330,120,1.82,38,11,116,4,32,49,280,3.01,C3S1,1,P.S.
797,SIDDIPET,Bejjanki,Mylaram,1669,79.07,18.37,280,premonsoon 2021,7.8,806,516,0,140,140,1.04,50,18,68,6,56,24,240,1.91,C3S1,-2,P.S.
798,SIDDIPET,Bejjanki,Vodlur Begampet,1670,79.04,18.32,304,premonsoon 2021,6.48,942,603,0,120,180,0.72,110,20,93,10,48,39,280,2.41,C3S1,-3.2,P.S.
799,SIDDIPET,Cherila,Cherila,1671,78.98,17.89,479,premonsoon 2021,8.21,1309,838,0,300,120,1.6,194,18,152,6,16,68,320,3.7,C3S1,-0.4,P.S.
800,SIDDIPET,Cherila,Gurijakunta,1672,78.97,17.96,459,premonsoon 2021,7.14,918,588,0,370,80,0.86,29,15,69,7,104,24,360,1.58,C3S1,0.2,P.S.
801,SIDDIPET,Cherila,Nagapuri,1673,78.88,17.86,532,premonsoon 2021,8.01,699,447,0,130,130,0.38,36,11,41,3,64,24,260,1.11,C2S1,-2.6,P.S.
802,SIDDIPET,Cherila,Veerannapet,1674,78.99,17.86,481,premonsoon 2021,7.76,2180,1395,0,600,240,2.13,219,30,332,7.5,48,68,400,7.22,C3S1,4,U.S.
803,SIDDIPET,Chinnakodur,Allipur,1675,78.92,18.24,394,premonsoon 2021,7.34,499,319,0,100,90,0.86,9,19,34,3,48,15,180,1.1,C2S1,-1.6,P.S.
804,SIDDIPET,Chinnakodur,Ananthasagar,1676,79,18.18,343,premonsoon 2021,7.3,2218,1420,0,500,350,1.87,170,48,226,4,96,107,680,3.77,C3S1,-3.6,P.S.
805,SIDDIPET,Chinnakodur,Machapur,1718,78.88,18.2,256,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,SIDDIPET,Chinnakodur,Peddakodur,1677,78.89,18.15,459,premonsoon 2021,7.51,557,356,0,90,110,0.49,25,19,29,7,64,15,220,0.85,C2S1,-2.6,P.S.
807,SIDDIPET,Doulthabad ,Mubaraspur,1678,78.6,17.96,551,premonsoon 2021,7.97,595,381,0,190,30,1.37,74,10,84,2,32,10,120,3.33,C2S1,1.4,MR
808,SIDDIPET,Dubbak,Chittapur,1679,78.62,18.13,479,premonsoon 2021,7.9,679,435,0,60,160,0.36,37,15,33,2,80,15,260,0.89,C2S1,-4,P.S.
809,SIDDIPET,Dubbak,Dubbak,1715,78.67,18.17,497,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,SIDDIPET,Dubbak,Gambeerpur,1680,78.61,18.23,484,premonsoon 2021,7.88,556,356,0,220,40,1.18,20,7,63,3,32,19,160,2.17,C2S1,1.2,P.S.
811,SIDDIPET,Dubbak,Peddacheekode,1681,78.63,18.21,490,premonsoon 2021,8.02,498,319,0,200,30,0.86,39,9,37,4,16,34,180,1.2,C2S1,0.4,P.S.
812,SIDDIPET,Dubbak,Pothireddypet,1682,78.57,18.13,471,premonsoon 2021,7.63,1430,915,0,250,280,0.69,39,25,91,3,104,58,500,1.77,C3S1,-5,P.S.
813,SIDDIPET,Gajwel,Gajwel,1683,78.68,17.84,571,premonsoon 2021,7.06,1276,817,0,330,90,2.32,79,125,81,4,136,34,480,1.61,C3S1,-3,P.S.
814,SIDDIPET,Husnabad,Husnabad,1684,79.21,18.14,343,premonsoon 2021,7.9,502,321,0,140,50,0.19,43,4,15,26,48,15,180,0.49,C2S1,-0.8,P.S.
815,SIDDIPET,Jagdevpur,Munigadapa,1688,78.82,17.81,558,premonsoon 2021,7.45,630,403,0,170,90,0.61,28,12,38,4,24,44,240,1.07,C2S1,-1.4,P.S.
816,SIDDIPET,Jagdevpur,Chatlapally,1685,78.86,17.85,554,premonsoon 2021,7.16,467,299,0,80,130,0.58,11,13,21,1,72,15,240,0.59,C2S1,-3.2,P.S.
817,SIDDIPET,Jagdevpur,Dharmaram,1686,78.81,17.72,521,premonsoon 2021,7.61,896,573,0,120,180,1.81,48,31,96,2,64,19,240,2.69,C3S1,-2.4,P.S.
818,SIDDIPET,Jagdevpur,Itkal,1716,78.77,17.76,556,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,SIDDIPET,Jagdevpur,Kondapur,1687,78.85,17.79,531,premonsoon 2021,8.14,905,579,0,250,100,0.97,44,24,71,4,64,34,300,1.78,C3S1,-1,P.S.
820,SIDDIPET,Jagdevpur,T.Narsapur,1689,78.86,17.86,541,premonsoon 2021,6.92,645,413,0,210,20,1.13,78,11,35,1,48,29,240,0.98,C2S1,-0.6,P.S.
821,SIDDIPET,Koheda,Koheda,1690,79.09,18.17,328,premonsoon 2021,7.7,1660,1062,0,150,380,0.36,50,41,117,5,56,92,520,2.23,C3S1,-7.4,P.S.
822,SIDDIPET,Koheda,Varikolu,1691,79.11,18.26,287,premonsoon 2021,7.38,1237,792,0,380,120,1.85,77,22,189,3,24,39,220,5.54,C3S1,3.2,U.S.
823,SIDDIPET,Komaravelli,Komaravelli,1719,78.9,17.93,500,premonsoon 2021,7.5,600,384,0,130,80,0.92,50,9,32,3,72,10,220,0.94,C2S1,-1.8,P.S.
824,SIDDIPET,Komaravelli,Ainapur,1692,78.89,17.89,505,premonsoon 2021,7.68,870,557,0,220,120,0.65,25,22,61,49,64,19,240,1.71,C3S1,-0.4,P.S.
825,SIDDIPET,Komaravelli,Gouraipally,1693,78.9,17.95,484,premonsoon 2021,7.25,881,564,0,100,210,0.75,17,17,49,2,64,39,320,1.19,C3S1,-4.4,P.S.
826,SIDDIPET,Komaravelli,Komuravelli,1694,78.58,18.25,456,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,SIDDIPET,Kondapak,Ankireddypally,1695,78.93,18,462,premonsoon 2021,7.74,1026,657,0,160,230,0.49,18,10,82,12,104,15,320,1.99,C3S1,-3.2,P.S.
828,SIDDIPET,Kondapak,Sir singandla,1696,78.83,18.01,514,premonsoon 2021,7.81,400,256,0,90,60,0.71,29,7,28,3,32,15,140,1.03,C2S1,-1,P.S.
829,SIDDIPET,Madoor,Bekkal,1697,79.1,17.99,421,premonsoon 2021,7.42,796,509,0,320,60,0.2,2,11,27,14,88,29,340,0.64,C3S1,-0.4,P.S.
830,SIDDIPET,Madoor,Madoor,1698,79.05,17.93,445,premonsoon 2021,7.7,543,348,0,190,30,0.32,35,15,35,3,32,29,200,1.08,C2S1,-0.2,P.S.
831,SIDDIPET,Madoor,Salakpur,1699,79.03,17.89,459,premonsoon 2021,7.51,979,627,0,100,180,0.48,131,17,57,8,88,29,340,1.34,C3S1,-4.8,P.S.
832,SIDDIPET,Markood,Markood,1700,78.72,17.75,576,premonsoon 2021,8.02,521,333,0,70,70,0.36,91,8,14,2,56,19,220,0.41,C2S1,-3,P.S.
833,SIDDIPET,Mirdoddi,Bhoompalli,1701,78.6,18.12,474,premonsoon 2021,7.85,540,346,0,220,40,0.43,4,14,35,11,64,10,200,1.08,C2S1,0.4,P.S.
834,SIDDIPET,Mirdoddi,Jangapally,1702,78.62,18.05,217,premonsoon 2021,7.3,1350,864,0,390,130,0.87,41,26,78,3,104,53,480,1.55,C3S1,-1.8,P.S.
835,SIDDIPET,Mulugu,Mulugu,1704,78.63,17.72,595,premonsoon 2021,8.2,585,374,0,250,20,2.77,8,4,71,3,24,19,140,2.61,C2S1,2.2,MR
836,SIDDIPET,Mulugu,Adivimajid,1703,78.68,17.71,581,premonsoon 2021,7.43,401,257,0,180,20,1.68,7,7,49,1,32,10,120,1.94,C2S1,1.2,P.S.
837,SIDDIPET,Mulugu,Zaptisingaipally,1705,78.61,17.69,574,premonsoon 2021,7.72,814,521,0,210,80,0.93,50,14,64,5,32,39,240,1.8,C3S1,-0.6,P.S.
838,SIDDIPET,Nanganur,Katha,1706,79.07,18.02,404,premonsoon 2021,8.26,1177,753,0,440,110,1.05,17,14,107,55,72,34,320,2.6,C3S1,2.4,MR
839,SIDDIPET,Nanganur,Kodarajpally,1707,79.09,18.04,433,premonsoon 2021,7.75,468,300,0,150,40,1.04,50,7,33,3,24,29,180,1.07,C2S1,-0.6,P.S.
840,SIDDIPET,Nanganur,Rampur,1708,78.99,18.09,417,premonsoon 2021,8.01,480,307,0,110,50,1.08,36,18,32,5,32,19,160,1.1,C2S1,-1,P.S.
841,SIDDIPET,Raipole,Raipole,1709,78.62,17.93,559,premonsoon 2021,7.9,361,231,0,90,30,0.81,42,8,23,3,32,10,120,0.91,C2S1,-0.6,P.S.
842,SIDDIPET,Siddipet,Siddipet,1712,78.84,18.1,489,premonsoon 2021,7.88,616,394,0,80,100,1.99,87,10,78,1,32,15,140,2.87,C2S1,-1.2,P.S.
843,SIDDIPET,Siddipet,Ragavapur,1710,78.78,18.18,482,premonsoon 2021,7.7,1467,939,0,150,270,0.35,155,19,76,2,152,29,500,1.48,C3S1,-7,P.S.
844,SIDDIPET,Siddipet,Tornal,1711,78.75,18.12,518,premonsoon 2021,7.61,894,572,0,260,90,1.59,44,16,56,5,72,34,320,1.36,C3S1,-1.2,P.S.
845,SIDDIPET,Thoguta,Kuknoorpally,1713,78.81,17.89,557,premonsoon 2021,8.29,807,516,0,290,60,1.34,44,10,108,3,16,34,180,3.5,C3S1,2.2,MR
846,SIDDIPET,Wargal,Majidpalli,1714,78.59,17.82,566,premonsoon 2021,7.89,474,303,0,170,50,0.33,15,4,31,10,48,15,180,1,C2S1,-0.2,P.S.
847,SIRCILLA,Boinpally,Korem,1720,78.91,18.53,347,premonsoon 2021,7.5,972,622.08,0,260,160,1.4,0.805272727,42.75,132,6,56,24.31,239.9588816,3.704910155,C3S1,0.400822368,P.S.
848,SIRCILLA,Boinpally,Kothapet (NC),1721,78.96,18.42,302,premonsoon 2021,7.29,618,395.52,0,210,50,0.69,52.74536364,5.25,112,6,24,4.862,79.99177632,5.444619273,C2S1,2.600164474,U.S.
849,SIRCILLA,Chandurthy,Chandurthy,1722,78.78,18.57,393,premonsoon 2021,7.17,1056,675.84,0,350,140,0.58,33.62013636,45.5,64,5,56,82.654,479.8601974,1.270266292,C3S1,-2.597203947,P.S.
850,SIRCILLA,Gambhiraopet,Gajasingaram,1723,78.57,18.4,447,premonsoon 2021,7.43,926,592.64,0,170,170,0.78,74.28640909,47.75,73,3,80,38.896,359.9342105,1.672951924,C3S1,-3.798684211,P.S.
851,SIRCILLA,Gambhiraopet,Kothapally,1724,78.58,18.27,441,premonsoon 2021,7.28,796,509.44,0,210,100,0.92,12.07909091,26.25,80,14,48,19.448,199.9671053,2.459704134,C3S1,0.200657895,P.S.
852,SIRCILLA,Gambhiraopet,Narmal,1725,78.55,18.28,439,premonsoon 2021,7.3,604,386.56,0,220,20,0.28,71.87059091,21.25,58,3,48,19.448,199.9671053,1.783285497,C2S1,0.400657895,P.S.
853,SIRCILLA,Illanthakunta,Ananthagiri,1726,78.9,18.27,389,premonsoon 2021,7.34,1011,647.04,0,340,100,2.42,5.636909091,34.75,65,6,48,63.206,379.8930921,1.449955996,C3S1,-0.797861842,P.S.
854,SIRCILLA,Illanthakunta,Illanthukunta ,1727,78.96,18.31,326,premonsoon 2021,7.25,1000,640,0,260,120,0.68,44.08868182,33.5,123,12,48,24.31,219.9588816,3.605840597,C3S1,0.800822368,P.S.
855,SIRCILLA,Illanthakunta,Kandikatkur,1728,78.96,18.37,295,premonsoon 2021,7.26,1717,1098.88,0,410,260,2.36,65.42840909,42.25,210,10,24,87.516,419.8519737,4.455981295,C3S1,-0.197039474,P.S.
856,SIRCILLA,Illanthakunta,Repaka,1729,78.98,18.26,347,premonsoon 2021,7.28,925,592,0,200,130,0.6,65.22709091,39.5,70,6,32,58.344,319.9013158,1.70161847,C3S1,-2.398026316,P.S.
857,SIRCILLA,Konaraopet,Dharmaram,1730,78.74,18.45,390,premonsoon 2021,7.31,602,385.28,0,120,50,1.83,89.38527273,35.25,63,6,56,4.862,159.9917763,2.165528398,C2S1,-0.799835526,P.S.
858,SIRCILLA,Konaraopet,Kolanur,1731,78.78,18.42,352,premonsoon 2021,7.43,1109,709.76,0,160,180,0.5,166.6914545,52.75,102,5,48,63.206,379.8930921,2.275315564,C3S1,-4.397861842,P.S.
859,SIRCILLA,Konaraopet,Kondapur,1732,78.7,18.51,383,premonsoon 2021,7.22,840,537.6,0,230,100,0.92,37.84781818,43.5,136,12,48,4.862,139.9917763,4.997580637,C3S1,1.800164474,MR
860,SIRCILLA,Konaraopet,Mamidipalli,1733,78.76,18.5,363,premonsoon 2021,7.27,672,430.08,0,180,90,0.64,38.85440909,23.5,47,2,48,34.034,259.9424342,1.267451738,C2S1,-1.598848684,P.S.
861,SIRCILLA,Konaraopet,Nizamabad,1735,78.72,18.47,418,premonsoon 2021,7.38,549,351.36,0,150,40,0.74,56.57040909,26.25,64,2,48,4.862,139.9917763,2.351802653,C2S1,0.200164474,P.S.
862,SIRCILLA,Konaraopet,Suddala,1736,78.79,18.47,351,premonsoon 2021,7.33,832,532.48,0,250,90,0.79,26.77531818,28.75,95,4,64,14.586,219.9753289,2.784894717,C3S1,0.600493421,P.S.
863,SIRCILLA,Mustabad,Avunoor,1737,78.72,18.35,343,premonsoon 2021,7.41,888,568.32,0,310,80,1.43,19.12522727,20,120,2,48,19.448,199.9671053,3.689556201,C3S1,2.200657895,MR
864,SIRCILLA,Mustabad,Kondapur,1738,78.68,18.34,355,premonsoon 2021,7.19,1199,767.36,0,330,170,0.81,50.73218182,22.5,79,4,72,68.068,459.8848684,1.6016761,C3S1,-2.597697368,P.S.
865,SIRCILLA,Sircilla,Sircilla(urban),1741,78.78,18.36,329,premonsoon 2021,7.33,1752,1121.28,0,420,280,0.47,53.95327273,48.25,132,21,56,111.826,599.8108553,2.34335958,C3S1,-3.596217105,P.S.
866,SIRCILLA,Thangalapally,Rallapet,1742,78.82,18.28,386,premonsoon 2021,7.2,1042,666.88,0,340,110,0.8,14.89754545,21,160,19,48,9.724,159.9835526,5.499896013,C3S1,3.600328947,U.S.
867,SIRCILLA,Thangalapally,Ramchandrapaur,1743,78.83,18.41,309,premonsoon 2021,7.35,961,615.04,0,320,100,0.96,24.15818182,41.25,47,5,32,82.654,419.8601974,0.997281285,C3S1,-1.997203947,P.S.
868,SIRCILLA,Veernapally,Garjanapalle,1744,78.61,18.53,429,premonsoon 2021,7.19,1460,934.4,0,480,130,0.92,53.55063636,34.5,88,12,88,77.792,539.8684211,1.646686306,C3S1,-1.197368421,P.S.
869,SIRCILLA,Veernapally,Veernapally,1745,78.61,18.47,483,premonsoon 2021,7.11,1414,904.96,0,330,210,1.05,44.29,70.5,82,1,136,53.482,559.9095395,1.506701022,C3S1,-4.598190789,P.S.
870,SIRCILLA,Vemulawada,Chekkapalli,1746,78.86,18.53,354,premonsoon 2021,7.16,1202,769.28,0,280,170,0.54,102.8735909,38,101,21,72,53.482,399.9095395,2.195900491,C3S1,-2.398190789,P.S.
871,SIRCILLA,Vemulawada,Vemulawada(rural),1747,78.86,18.49,317,premonsoon 2021,7.2,846,541.44,0,180,120,0.55,59.18754545,36.25,66,10,72,24.31,279.9588816,1.715019153,C3S1,-1.999177632,P.S.
872,SIRCILLA,Yellareddipet,Racherla Boppaspur,1748,78.62,18.38,389,premonsoon 2021,7.24,1080,691.2,0,280,120,0.57,59.99281818,48.25,48,5,56,72.93,439.8766447,0.995056978,C3S1,-3.197532895,P.S.
873,SIRCILLA,Yellareddipet,Rajannapet,1749,78.64,18.4,383,premonsoon 2021,7.51,1464,936.96,0,480,100,3.59,74.28640909,36.5,75,21,56,97.24,539.8355263,1.403468587,C3S1,-1.196710526,P.S.
874,SURYAPET,Arvapally,Jajireddigudem,1751,79.5,17.33,200,premonsoon 2021,7.58,974,623,0,180,180,0.53,28,22,111,7,56,24,240,3.12,C3S1,-1.2,P.S.
875,SURYAPET,Arvapally,Kodur,1752,79.62,17.32,178,premonsoon 2021,7.6,683,437,0,280,30,1.09,11,9,50,2,64,19,240,1.4,C2S1,0.8,P.S.
876,SURYAPET,Arvapally,Nagaram,1753,79.5,17.39,212,premonsoon 2021,8.22,611,391,0,260,20,1.01,22,4,33,2,72,15,240,0.92,C2S1,0.4,P.S.
877,SURYAPET,Atmakur(s),Aipur,1754,79.73,17.28,171,premonsoon 2021,7.83,941,602,0,310,90,1.32,18,14,96,4,48,34,260,2.59,C3S1,1,P.S.
878,SURYAPET,Chilkur,Bethevole,1755,79.81,16.97,126,premonsoon 2021,7.43,2063,1320,0,290,420,0.86,10,67,224,3,48,92,500,4.36,C3S1,-4.2,P.S.
879,SURYAPET,Chilkur,Chilkuru,1756,79.89,16.95,130,premonsoon 2021,7.77,676,433,0,230,60,0.41,1,17,57,3,40,29,220,1.67,C2S1,0.2,P.S.
880,SURYAPET,Chinthalapalem ( mallareddygudem),Dondapadu,1757,80.01,16.82,,premonsoon 2021,7.97,1494,956,0,330,200,0.58,194,15,115,2,80,83,540,2.15,C3S1,-4.2,P.S.
881,SURYAPET,Chinthalapalem ( mallareddygudem),Gudimalkapur,1758,79.98,16.8,90,premonsoon 2021,7.02,1653,1058,0,360,220,1.09,140,21,116,16,120,58,540,2.17,C3S1,-3.6,P.S.
882,SURYAPET,Chinthalapalem ( mallareddygudem),Mallareddigudem,1759,79.98,16.77,85,premonsoon 2021,7.21,857,548,0,130,110,1.19,168,10,65,2,72,29,300,1.63,C3S1,-3.4,P.S.
883,SURYAPET,Chivemla,B. Chandupatla,1760,79.72,17.14,169,premonsoon 2021,8.53,630,403,20,270,30,0.96,0.4,10,66,8,16,39,200,2.02,C2S1,1.8,MR
884,SURYAPET,Chivemla,Gumpula Tirumalagiri,1761,79.72,17.11,162,premonsoon 2021,7.94,1445,925,0,270,210,0.63,158,15,110,3,64,78,480,2.18,C3S1,-4.2,P.S.
885,SURYAPET,Gardepalli,Gardepalli,1783,79.72,16.88,120,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,SURYAPET,Kodad,Thogarrai,1762,79.93,16.94,98,premonsoon 2021,7.64,706,452,0,240,60,0.55,9,20,62,5,56,19,220,1.81,C2S1,0.4,P.S.
887,SURYAPET,Mattampalle,Mattampalli,1764,79.85,16.79,86,premonsoon 2021,7.51,1813,1160,0,310,320,0.74,6,106,145,2,168,39,580,2.62,C3S1,-5.4,P.S.
888,SURYAPET,Mattampalle,Raghunadhapalem,1763,79.89,16.75,82,premonsoon 2021,7.78,922,590,0,250,100,0.76,43,22,45,1,112,19,360,1.03,C3S1,-2.2,P.S.
889,SURYAPET,Mellacheruvu,Mellacheruvu,1765,79.9,16.84,113,premonsoon 2021,7.83,749,479,0,160,110,0.47,34,22,69,4,64,15,220,2.01,C2S1,-1.2,P.S.
890,SURYAPET,Mothey,Kudali,1781,79.8,17.27,143,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,SURYAPET,Mothey,Mamillaguda,1767,79.85,17.18,141,premonsoon 2021,7.46,621,397,0,290,30,0.75,8,6,40,4,40,39,260,1.08,C2S1,0.6,P.S.
892,SURYAPET,Mothey,Urlaguda,1766,79.85,17.25,136,premonsoon 2021,7.5,4060,2598,0,370,840,1.49,16,288,403,134,304,44,940,5.72,C4S2,-11.4,P.S.
893,SURYAPET,Munagala,Akupamula,1768,79.87,17.03,134,premonsoon 2021,8.13,899,575,0,270,90,1.17,20,30,87,6,64,24,260,2.35,C3S1,0.2,P.S.
894,SURYAPET,Nadigudem,Vaila Singaram,1769,79.93,17.08,136,premonsoon 2021,8.15,1467,939,0,220,270,4.95,18,31,102,9,56,73,440,2.11,C3S1,-4.4,P.S.
895,SURYAPET,Nereducharla,Dirsencherla,1770,79.67,16.85,88,premonsoon 2021,8.18,670,429,0,220,70,0.98,5,14,56,2,48,24,220,1.63,C2S1,0.001,P.S.
896,SURYAPET,Nuthankal,Dirsenapally,1771,79.73,17.36,175,premonsoon 2021,8.72,1863,1192,30,880,30,0.84,1,8,371,6,8,39,180,12.03,C3S2,14.6,U.S.
897,SURYAPET,Nuthankal,Maddirala,1782,79.7,17.4,188,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,SURYAPET,Nuthankal,Nuthankal,1772,79.69,17.33,171,premonsoon 2021,8.01,970,621,0,350,90,1.06,2,14,45,3,56,63,400,0.99,C3S1,-1,P.S.
899,SURYAPET,Palakeedu,Janpahad,1773,79.71,16.74,62,premonsoon 2021,7.7,1162,744,0,300,150,0.36,2,36,88,1,112,24,380,1.95,C3S1,-1.6,P.S.
900,SURYAPET,Palakeedu,Palakeedu,1774,79.7,16.8,96,premonsoon 2021,8.06,567,363,0,190,60,0.84,1,13,51,3,48,15,180,1.65,C2S1,0.2,P.S.
901,SURYAPET,Suryapet,Pillalamarry,1775,79.58,17.15,168,premonsoon 2021,8.35,2780,1779,10,380,690,1.57,11,33,266,64,88,141,800,4.09,C4S1,-8.2,P.S.
902,SURYAPET,Suryapet,Yerkaram,1776,79.58,17.23,200,premonsoon 2021,6.93,652,417,0,280,20,0.92,38,8,41,3,40,39,260,1.11,C2S1,0.4,P.S.
903,SURYAPET,Thungathurthi,Annaram,1777,79.61,17.38,196,premonsoon 2021,8.1,443,284,0,180,30,0.75,14,6,27,5,40,19,180,0.88,C2S1,0.001,P.S.
904,SURYAPET,Thungathurthi,Ravulapally,1778,79.63,17.47,214,premonsoon 2021,7.28,1317,843,0,360,170,1.21,41,20,116,8,56,63,400,2.52,C3S1,-0.8,P.S.
905,SURYAPET,Thungathurthi,Thungathurthi,1779,79.59,17.4,199,premonsoon 2021,7.9,1466,938,0,400,180,0.86,101,21,145,40,64,58,400,3.15,C3S1,0.002,P.S.
906,SURYAPET,Tirumalagiri,Mamidala,1780,79.54,17.51,222,premonsoon 2021,8.59,1064,681,20,450,50,2.5,30,10,195,4,8,34,160,6.7,C3S1,6.2,U.S.
907,VIKARABAD,Bantwaram,Bantwaram,1784,77.7,17.45,609,premonsoon 2021,6.9,887,568,0,340,70,0.23,38,6,16,2,40,83,440,0.33,C3S1,-2,P.S.
908,VIKARABAD,Basheerabad,Basheerabad,1785,77.44,17.21,423,premonsoon 2021,6.35,1218,780,0,250,240,0.32,4,13,128,7,80,29,320,3.11,C3S1,-1.4,P.S.
909,VIKARABAD,Bomraspet,Bomraspet,1786,77.72,17.16,473,premonsoon 2021,7.64,736,471,0,300,80,1.06,5.6,13,108,1,48,19,200,3.32,C2S1,2,MR
910,VIKARABAD,Bomraspet,Madnapally,1787,77.77,17.22,502,premonsoon 2021,7.7,2681,1716,0,720,330,0.21,177,32,144,356,184,53,680,2.4,C4S1,0.8,P.S.
911,VIKARABAD,Dharoor,Antharam,3132,77.82,17.24,,premonsoon 2021,7.5,792,507,0,350,20,0.49,44,6,19,2,88,39,380,0.41,C3S1,-0.6,P.S.
912,VIKARABAD,Dharoor,Dharoor,1788,77.77,17.3,520,premonsoon 2021,6.62,2538,1624,0,520,540,1.85,18,10,199,4,256,58,880,2.92,C4S1,-7.2,P.S.
913,VIKARABAD,Doma,Doma,1789,77.84,17.09,560,premonsoon 2021,6.68,829,531,0,250,90,1.49,21,9,38,4,104,15,320,0.92,C3S1,-1.4,P.S.
914,VIKARABAD,Doulathabad,Doulathabad,1790,77.54,17,557,premonsoon 2021,6.92,1027,657,0,210,220,0.87,9,13,106,2,88,24,320,2.58,C3S1,-2.2,P.S.
