sno,district,mandal,village,temp_id,long_gis,lat_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
637,NIRMAL,Lokeswaram,Lokeswaram,1529,78.09,19.02,344,premonsoon 2021,8.02,741,474,0,220,90,0.52,7.45,21,36,1,16,63.21,300,0.9,C2S1,-1.6,P.S.
638,NIRMAL,Lokeswaram,Manmad,1530,78.11,19.06,330,premonsoon 2021,8.14,835,534,0,70,160,0.62,83.75,16,20,2,48,53.48,340,0.47,C3S1,-5.4,P.S.
639,NIRMAL,Mamada,Mamada,1531,78.52,19.08,323,premonsoon 2021,7.88,1153,738,0,200,180,0.25,77.31,41,142,9,40,38.9,260,3.83,C3S1,-1.2,P.S.
640,NIRMAL,Mudhole,Mudhole,1532,77.92,18.98,357,premonsoon 2021,7.96,1196,765,0,260,140,1.12,35.23,92,101,2,32,77.79,400,2.2,C3S1,-2.8,P.S.
641,NIRMAL,Narsapur ,Narsapur,1533,78.17,19.11,345,premonsoon 2021,7.42,710,454,0,190,100,0.61,25.57,11,32,1,16,63.21,300,0.8,C2S1,-2.2,P.S.
642,NIRMAL,Nirmal,Nirmal,1534,78.34,19.09,324,premonsoon 2021,7.68,589,377,0,170,70,0.82,13.69,13,35,3,24,38.9,220,1.03,C2S1,-1,P.S.
643,NIRMAL,Pembi,Pembi,1535,78.64,19.19,237,premonsoon 2021,7.33,492,315,0,90,50,0.47,60.8,30,19,2,16,38.9,200,0.58,C2S1,-2.2,P.S.
644,NIRMAL,Sarangapur,Beeravelly,1536,78.26,19.14,333,premonsoon 2021,7.84,611,391,0,200,50,1.66,34.22,11,71,1,24,24.31,160,2.44,C2S1,0.8,P.S.
645,NIRMAL,Sarangapur,Ponkur (Swarna),1537,78.22,19.25,360,premonsoon 2021,7.45,1129,723,0,230,120,1.67,165.08,34,113,15,40,58.34,340,2.66,C3S1,-2.2,P.S.
646,NIRMAL,Tanur,Bhosi,1538,77.88,19.11,377,premonsoon 2021,7.58,1449,927,0,280,210,0.58,98.85,47,185,4,40,58.34,340,4.36,C3S1,-1.2,P.S.
647,NIZAMABAD,Armoor,Macharla,3111,78.19,18.85,,premonsoon 2021,7.27,1524,975,0,340,140,1.21,215,30,102,1,40,107,540,1.92,C3S1,-4,P.S.
648,NIZAMABAD,Armoor,perkit,1557,78.32,18.81,349,premonsoon 2021,7.11,929,595,0,270,100,1.07,17,14,68,2,56,39,300,1.71,C3S1,-0.6,P.S.
649,NIZAMABAD,Bheemgal,Bheemgal,1544,78.44,18.72,349,premonsoon 2021,7.05,1433,917,0,250,260,0.48,90,17,68,3,104,73,560,1.24,C3S1,-6.2,P.S.
650,NIZAMABAD,Bheemgal,Gongoppula,3112,78.43,18.64,,premonsoon 2021,7.11,1215,778,0,260,190,1.6,47,18,117,6,64,44,340,2.75,C3S1,-1.6,P.S.
651,NIZAMABAD,Bheemgal,Jagiryal,3113,78.45,18.74,,premonsoon 2021,7.66,1265,810,0,290,160,0.67,104,16,85,3,144,19,440,1.75,C3S1,-3,P.S.
652,NIZAMABAD,Bheemgal,Mendora,3114,78.51,18.71,,premonsoon 2021,7.13,1266,810,0,190,220,0.83,90,23,88,1,104,39,420,1.86,C3S1,-4.6,P.S.
653,NIZAMABAD,Bheemgal,Thallapally,3115,78.56,18.66,,premonsoon 2021,7.43,463,296,0,130,50,0.54,26,9,25,3,40,19,180,0.81,C2S1,-1,P.S.
654,NIZAMABAD,Bodhan,Bodhan,1545,77.89,18.67,361,premonsoon 2021,7.01,1310,838,0,470,110,0.52,12,18,114,7,120,24,400,2.48,C3S1,1.4,MR
655,NIZAMABAD,Bodhan,Chinnamavandi,4010,77.88,18.73,,premonsoon 2021,7.69,4297,2750,0,450,440,0.48,93,644,525,8,200,88,860,7.78,C4S2,-8.2,P.S.
656,NIZAMABAD,Bodhan,Saloor,4011,77.82,18.68,,premonsoon 2021,7.74,601,385,0,210,50,0.72,0.4,16,56,3,32,24,180,1.83,C2S1,0.6,P.S.
657,NIZAMABAD,Darpally,Ramadugu,1558,78.31,18.61,377,premonsoon 2021,7.57,802,513,0,250,90,1.36,0.1,8,73,2,48,29,240,2.06,C3S1,0.2,P.S.
658,NIZAMABAD,Darpally,Honnajipet,3116,78.39,18.53,,premonsoon 2021,8.21,621,397,0,260,30,1.89,10,7,94,2,8,24,120,3.75,C2S1,2.8,U.S.
659,NIZAMABAD,Dichpally,Yanampally,1563,78.25,18.63,402,premonsoon 2021,7.41,663,424,0,250,40,0.63,14,10,31,3,64,24,260,0.84,C2S1,-0.2,P.S.
660,NIZAMABAD,Indalwai,Gannaram,1548,78.23,18.51,446,premonsoon 2021,7.16,1442,923,0,400,180,0.89,47,21,91,6,112,58,520,1.74,C3S1,-2.4,P.S.
661,NIZAMABAD,Jakrampally,Jakrampally,1549,78.27,18.71,374,premonsoon 2021,6.96,676,433,0,250,30,0.95,24,10,31,3,88,10,260,0.84,C2S1,-0.2,P.S.
662,NIZAMABAD,Kammarapalli,Choutpalli,1546,78.54,18.78,349,premonsoon 2021,6.98,1060,678,0,360,80,0.82,48,11,57,5,48,68,400,1.24,C3S1,-0.8,P.S.
663,NIZAMABAD,Kammarapalli,Inayathnagar,3117,78.56,18.71,,premonsoon 2021,7.47,680,435,0,160,100,0.87,34,15,75,7,24,29,180,2.44,C2S1,-0.4,P.S.
664,NIZAMABAD,Kammarapalli,Kammarpally,3118,78.52,18.83,,premonsoon 2021,6.79,977,625,0,290,80,0.83,84,19,52,4,112,24,380,1.17,C3S1,-1.8,P.S.
665,NIZAMABAD,Kotagiri,Kotagiri,1550,77.83,18.58,368,premonsoon 2021,7.34,968,620,0,320,90,0.81,30,15,42,5,88,44,400,0.9,C3S1,-1.6,P.S.
666,NIZAMABAD,Kotagiri,Kallur,4012,77.77,18.52,,premonsoon 2021,7.54,826,529,0,340,40,0.81,3,21,111,2,24,29,180,3.58,C3S1,3.2,U.S.
667,NIZAMABAD,Kotagiri,Takli,3119,77.8,18.65,,premonsoon 2021,7.55,2120,1357,0,460,190,1.37,40,163,258,4,48,78,440,5.35,C3S2,0.4,P.S.
668,NIZAMABAD,Makloor,Madanapally,1551,78.18,18.68,381,premonsoon 2021,7.57,877,561,0,340,50,1.82,14,11,64,4,40,49,300,1.6,C3S1,0.8,P.S.
669,NIZAMABAD,Makloor,Makloor,1567,78.12,18.75,359,premonsoon 2021,6.37,1326,849,0,280,210,1.08,52,21,101,1,144,19,440,2.08,C3S1,-3.2,P.S.
670,NIZAMABAD,Mendora,Mendora,3120,78.4,18.95,,premonsoon 2021,7.5,887,568,0,340,40,1.5,39,14,84,3,32,44,260,2.28,C3S1,1.6,MR
671,NIZAMABAD,Morthad,Morthad,1553,78.45,18.83,328,premonsoon 2021,7.55,550,352,0,140,50,0.59,50,9,36,4,32,24,180,1.18,C2S1,-0.8,P.S.
672,NIZAMABAD,Mugpal,Manchippa,1552,78.11,18.54,425,premonsoon 2021,7.78,744,476,0,160,110,0.55,34,15,90,8,32,19,160,3.1,C2S1,0.001,P.S.
673,NIZAMABAD,Mupkal,Mupkal,1554,78.36,18.91,320,premonsoon 2021,7.47,1134,726,0,260,160,1.86,63,23,106,2,48,53,340,2.51,C3S1,-1.6,P.S.
674,NIZAMABAD,Mupkal,Renjarla,3121,78.41,18.89,,premonsoon 2021,7.43,802,513,0,250,70,0.86,48,14,24,1,88,34,360,0.55,C3S1,-2.2,P.S.
675,NIZAMABAD,Nandipet,Ailapoor,1541,78.11,18.85,341,premonsoon 2021,8.15,696,445,0,180,90,0.79,25,13,58,3,16,44,220,1.7,C2S1,-0.8,P.S.
676,NIZAMABAD,Nandipet,Badguni,3122,78.14,18.93,,premonsoon 2021,8.24,900,576,0,170,160,0.66,28,21,77,1,16,58,280,2.01,C3S1,-2.2,P.S.
677,NIZAMABAD,Nandipet,Nutpally,1555,78.22,18.94,326,premonsoon 2021,7.81,603,386,0,180,70,0.48,10,11,38,1,56,19,220,1.12,C2S1,-0.8,P.S.
678,NIZAMABAD,Nandipet,Velmal,1562,78.14,18.83,354,premonsoon 2021,8,1019,652,0,110,220,0.33,12,33,100,2,64,24,260,2.7,C3S1,-3,P.S.
679,NIZAMABAD,Navipet,Fakeerabad,1566,77.84,18.54,385,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NIZAMABAD,Navipet,Nizampur,3123,78.06,18.87,,premonsoon 2021,7.65,869,556,0,210,130,0.26,2,12,31,7,112,15,340,0.74,C3S1,-2.6,P.S.
681,NIZAMABAD,Navipet,Yemcha,3124,77.97,18.85,,premonsoon 2021,7.72,808,517,0,270,70,1.62,1,19,93,1,56,15,200,2.86,C3S1,1.4,MR
682,NIZAMABAD,Nizamabad,Arsapally,1543,78.07,18.69,378,premonsoon 2021,8.15,1088,696,0,270,180,0.84,21,14,73,3,16,88,400,1.59,C3S1,-2.6,P.S.
683,NIZAMABAD,Nizamabad Rural,Malkapur,3125,78.01,18.59,,premonsoon 2021,8.05,603,386,0,120,80,1.17,62,13,56,1,24,29,180,1.82,C2S1,-1.2,P.S.
684,NIZAMABAD,Renjal,Dupally,1547,77.99,18.73,363,premonsoon 2021,7.52,843,540,0,260,90,1.75,5,15,79,4,64,19,240,2.21,C3S1,0.4,P.S.
685,NIZAMABAD,Renjal,Satapoor,1569,77.93,18.75,339,premonsoon 2021,6.83,605,387,0,180,70,0.83,18,9,32,3,64,19,240,0.9,C2S1,-1.2,P.S.
686,NIZAMABAD,Rudrur,Rayakur,1559,77.86,18.61,365,premonsoon 2021,7.81,1871,1197,0,430,340,1.13,9,24,102,3,88,122,720,1.66,C3S1,-5.8,P.S.
687,NIZAMABAD,Sirikonda,Cheemanpally,3126,78.56,18.57,,premonsoon 2021,8.13,638,408,0,100,100,0.26,54,14,25,6,48,29,240,0.72,C2S1,-2.8,P.S.
688,NIZAMABAD,Sirikonda,Gadkole,3127,78.43,18.53,,premonsoon 2021,8.16,1326,849,0,350,130,1.46,30,55,172,3,32,44,260,4.64,C3S1,1.8,MR
689,NIZAMABAD,Sirikonda,Pakala,3128,78.5,18.53,,premonsoon 2021,7.85,942,603,0,260,110,0.55,45,17,55,4,56,53,360,1.26,C3S1,-2,P.S.
690,NIZAMABAD,Sirikonda,Peddavolgote,1556,78.43,18.6,370,premonsoon 2021,8.73,916,586,30,310,70,1.19,0.2,19,186,5,8,10,60,10.42,C3S1,5.6,U.S.
691,NIZAMABAD,Sirikonda,Sirikonda,3129,78.48,18.54,,premonsoon 2021,8.5,650,416,20,280,10,0.74,2,4,56,3,24,34,200,1.73,C2S1,2,MR
692,NIZAMABAD,Sirikonda,Thumpally,3130,78.48,18.49,,premonsoon 2021,8.02,885,566,0,300,80,0.69,16,11,54,2,40,53,320,1.31,C3S1,-0.4,P.S.
693,NIZAMABAD,Tadvai,Aragonda,1565,78.27,18.23,564,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NIZAMABAD,Vailpoor,Ankushpur,1542,78.4,18.81,323,premonsoon 2021,7.81,1923,1231,0,450,250,1.31,129,51,101,2,152,88,740,1.62,C3S1,-5.8,P.S.
695,NIZAMABAD,Vailpoor,Vailpoor,1560,78.39,18.77,336,premonsoon 2021,8.09,787,504,0,280,70,1.11,3,9,62,2,24,49,260,1.68,C3S1,0.4,P.S.
696,NIZAMABAD,Varni,Rudrur,1568,77.89,18.59,361,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NIZAMABAD,Varni,Jalalpur,4013,77.98,18.49,,premonsoon 2021,7.67,1321,845,0,350,170,0.96,43,18,88,4,104,49,460,1.79,C3S1,-2.2,P.S.
698,NIZAMABAD,Varni,Varni,1561,77.9,18.54,379,premonsoon 2021,7.79,1050,672,0,380,80,0.74,16,9,48,1,24,88,420,1.01,C3S1,-0.8,P.S.
699,NIZAMABAD,Yedapalli,Yedapalli,1564,77.95,18.68,364,premonsoon 2021,8.77,668,428,20,250,40,1.06,6,9,97,2,8,29,140,3.55,C2S1,2.6,U.S.
700,NIZAMABAD,Yergatla,Yergatla,3131,78.49,18.9,,premonsoon 2021,7.66,1326,849,0,280,200,0.45,47,23,60,3,112,53,500,1.16,C3S1,-4.4,P.S.
701,PEDDAPALLY,Antergaon,Goliwada,1570,79.42,18.84,136,premonsoon 2021,8.21,877,561.28,0,250,100,1.04,30.39904545,31.25,80,3,32,48.62,279.9177632,2.078963772,C3S1,-0.598355263,P.S.
702,PEDDAPALLY,Dharmaram,Dharmaram,1571,79.19,18.75,218,premonsoon 2021,7.8,550,352,0,210,40,1.04,2.2145,24.75,44,2,24,34.034,199.9424342,1.352920735,C2S1,0.201151316,P.S.
703,PEDDAPALLY,Dharmaram,Khilavanparthy,1572,79.28,18.7,206,premonsoon 2021,7.66,538,344.32,0,190,40,1.03,3.221090909,24.25,44,2,16,34.034,179.9424342,1.426126483,C2S1,0.201151316,P.S.
704,PEDDAPALLY,Eligedu,Eligedu,1573,79.26,18.55,250,premonsoon 2021,7.47,729,466.56,0,210,90,0.94,9.059318182,28.5,64,2,24,43.758,239.9259868,1.796443212,C2S1,-0.598519737,P.S.
705,PEDDAPALLY,Julapalli,Julapalli,1574,79.25,18.62,248,premonsoon 2021,8.3,1697,1086.08,30,410,250,2.95,2.415818182,57.25,169,14,48,87.516,479.8519737,3.354325671,C3S1,-0.797039474,P.S.
706,PEDDAPALLY,Kamanpur,Rompikunta,1575,79.48,18.67,172,premonsoon 2021,8,611,391.04,0,210,60,0.68,10.46854545,26.5,51,3,24,38.896,219.9342105,1.495188492,C2S1,-0.198684211,P.S.
707,PEDDAPALLY,Manthani,Eglaspur,1576,79.69,18.65,119,premonsoon 2021,7.67,821,525.44,0,240,100,0.56,31.40563636,26.25,71,4,32,48.62,279.9177632,1.845080348,C3S1,-0.798355263,P.S.
708,PEDDAPALLY,Manthani,Gunjapadugu,1577,79.6,18.69,143,premonsoon 2021,8.31,812,519.68,30,190,100,1.02,30.60036364,27.25,64,3,32,48.62,279.9177632,1.663171018,C3S1,-1.198355263,P.S.
709,PEDDAPALLY,Manthani,Khansaipet,1578,79.73,18.67,173,premonsoon 2021,8.09,614,392.96,0,170,80,0.3,2.2145,24.75,41,2,24,38.896,219.9342105,1.202014278,C2S1,-0.998684211,P.S.
710,PEDDAPALLY,Manthani,Manthani ,1579,79.67,18.64,117,premonsoon 2021,8.14,2049,1311.36,0,510,270,0.36,145.7543636,58.25,196,11,96,92.378,619.84375,3.422844126,C3S1,-2.196875,P.S.
711,PEDDAPALLY,Manthani,Venkatapur,1580,79.8,18.65,130,premonsoon 2021,7.64,648,414.72,0,170,80,2.02,20.13181818,27.25,51,3,24,38.896,219.9342105,1.495188492,C2S1,-0.998684211,P.S.
712,PEDDAPALLY,Mutharam (Man),Khammampally,1581,79.7,18.56,141,premonsoon 2021,7.81,838,536.32,0,240,110,0.65,7.851409091,32,63,2,32,53.482,299.9095395,1.581676177,C3S1,-1.198190789,P.S.
713,PEDDAPALLY,Odella,Odella,1582,79.46,18.45,210,premonsoon 2021,7.94,768,491.52,0,230,80,0.25,44.29,26.5,58,4,32,48.62,279.9177632,1.507248735,C3S1,-0.998355263,P.S.
714,PEDDAPALLY,Peddapalli,Peddapalli,1584,79.39,18.6,216,premonsoon 2021,8.28,1493,955.52,0,410,180,1.5,43.48472727,51.75,115,11,72,82.654,519.8601974,2.192939855,C3S1,-2.197203947,P.S.
715,PEDDAPALLY,Ramagundam,Palakurthy,1583,79.38,18.72,186,premonsoon 2021,8.3,1197,766.08,20,330,140,0.39,41.87418182,44.25,105,5,56,63.206,399.8930921,2.282913793,C3S1,-0.997861842,P.S.
716,PEDDAPALLY,Ramagundam,Ramagundam,1585,79.51,18.76,137,premonsoon 2021,7.77,845,540.8,0,250,100,0.98,2.013181818,35.75,79,3,24,48.62,259.9177632,2.130498706,C3S1,-0.198355263,P.S.
717,PEDDAPALLY,Srirampuram,Srirampuram,1586,79.53,18.48,174,premonsoon 2021,7.89,451,288.64,0,140,40,0.44,33.2175,22,39,2,16,29.172,159.9506579,1.340737497,C2S1,-0.399013158,P.S.
718,RANGAREDDY,Chevella,Alur,1590,78.06,17.32,641,premonsoon 2021,7.8,782,500,0,320,30,0.35,81,6,25,2,80,44,380,0.55,C3S1,-1.2,P.S.
719,RANGAREDDY,Amangal,Amangal,1587,78.54,16.84,554,premonsoon 2021,7.85,1780,1139,0,440,240,0.57,140,24,113,2,152,68,660,1.91,C3S1,-4.4,P.S.
720,RANGAREDDY,Shabad,Antharam,1617,78.78,17.05,622,premonsoon 2021,7.14,1823,1167,0,320,250,0.89,182,37,106,9,168,49,620,1.86,C3S1,-6,P.S.
721,RANGAREDDY,Balapur,Balapur (Leninnagar),1589,78.45,17.25,584,premonsoon 2021,7.46,1236,791,0,380,140,0.72,47,21,102,1,112,34,420,2.16,C3S1,-0.8,P.S.
722,RANGAREDDY,Abdullapurmet,Batasingaram,1592,78.74,17.3,402,premonsoon 2021,8.21,943,604,0,350,80,2.76,4,16,97,2,64,29,280,2.51,C3S1,1.4,MR
723,RANGAREDDY,Kondurgu,Bhairampally,1600,78.08,17.12,646,premonsoon 2021,7.86,848,543,0,360,20,1.13,58,7,72,1,64,29,280,1.88,C3S1,1.6,MR
724,RANGAREDDY,Manchal,Bodakonda,1610,78.77,17.06,450,premonsoon 2021,7.7,934,598,0,400,30,1.94,50,9,51,0,40,68,380,1.13,C3S1,0.4,P.S.
725,RANGAREDDY,Chevella,Dharmasagar,1591,78.15,17.34,619,premonsoon 2021,7.89,790,506,0,330,50,0.43,25,5,56,2,48,44,300,1.42,C3S1,0.6,P.S.
726,RANGAREDDY,Ibrahimpatnam,Elimenadu,1594,78.6,17.15,537,premonsoon 2021,7.4,897,574,0,410,30,1.02,21,7,36,2,72,53,400,0.78,C3S1,0.2,P.S.
727,RANGAREDDY,Serilingampally,Gachibowli,1616,78.37,17.43,569,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,RANGAREDDY,Madgula,Irvin,1605,78.72,16.78,360,premonsoon 2021,7.71,2471,1581,0,660,380,2.62,48,27,378,48,32,68,360,8.66,C4S2,6,U.S.
729,RANGAREDDY,Kadthal,Kadthal,1597,78.52,16.98,303,premonsoon 2021,6.86,1055,675,0,410,70,0.4,54,9,35,8,112,44,460,0.71,C3S1,-1,P.S.
730,RANGAREDDY,Kandukur,Kandukur,1598,78.48,17.08,622,premonsoon 2021,7.55,1098,703,0,370,60,1.1,163,11,53,1,88,63,480,1.04,C3S1,-2.2,P.S.
731,RANGAREDDY,Kadthal,Karkalpad,1588,78.53,16.93,570,premonsoon 2021,7.25,494,316,0,210,20,0.79,16,7,23,0.3,24,39,220,0.68,C2S1,-0.2,P.S.
732,RANGAREDDY,Keshampet,Keshampet,1599,78.33,16.94,565,premonsoon 2021,7.7,952,609,0,270,140,0.38,43,10,52,13,104,29,380,1.17,C3S1,-2.2,P.S.
733,RANGAREDDY,Moinabad,Kethereddipally,1612,78.22,17.28,572,premonsoon 2021,7.4,1145,733,0,360,100,0.72,102,13,46,21,104,49,460,0.94,C3S1,-2,P.S.
734,RANGAREDDY,Ibrahimpatnam,Kongarkalan,1595,78.55,17.2,554,premonsoon 2021,7.72,992,635,0,470,20,1.02,33,6,30,0.4,56,78,460,0.61,C3S1,0.2,P.S.
735,RANGAREDDY,Kothur,Kothur,1602,78.29,17.16,572,premonsoon 2021,6.97,1616,1034,0,310,230,0.51,140,32,160,2,96,49,440,3.32,C3S1,-2.6,P.S.
736,RANGAREDDY,Madgula,Kulkulpally,1606,78.73,16.91,432,premonsoon 2021,7.62,2861,1831,0,750,400,1.42,152,48,250,1,32,209,940,3.54,C4S1,-3.79,P.S.
737,RANGAREDDY,Abdullapurmet,Kuntloor,1593,78.63,17.34,496,premonsoon 2021,7.79,1878,1202,0,450,180,0.53,273,26,94,2,136,102,760,1.48,C3S1,-6.2,P.S.
738,RANGAREDDY,Madgula,Madgula,1607,78.69,16.84,408,premonsoon 2021,7.12,1740,1114,0,310,270,0.31,148,33,152,2,112,53,500,2.95,C3S1,-3.8,P.S.
739,RANGAREDDY,Maheswaram,Maheswaram,1608,78.44,17.14,621,premonsoon 2021,7.59,518,332,0,230,30,0.3,0.3,3,23,2,32,34,220,0.67,C2S1,0.2,P.S.
740,RANGAREDDY,Shamshabad,Malkaram,1620,78.28,17.26,546,premonsoon 2021,7.58,1445,925,0,390,140,0.61,128,19,115,25,104,39,420,2.44,C3S1,-0.6,P.S.
741,RANGAREDDY,Manchal,Manchal,1611,78.74,17.16,565,premonsoon 2021,7.84,964,617,0,430,30,2.64,16,13,67,3,24,73,360,1.52,C3S1,1.4,MR
742,RANGAREDDY,Ibrahimpatnam,Mangalpally,1596,78.6,17.22,520,premonsoon 2021,7.36,972,622,0,400,50,0.75,38,10,35,2,88,53,440,0.73,C3S1,-0.8,P.S.
743,RANGAREDDY,Moinabad,Moinabad,1613,78.29,17.33,565,premonsoon 2021,7.32,808,517,0,330,40,0.54,27,14,58,2,64,34,300,1.46,C3S1,0.6,P.S.
744,RANGAREDDY,Balapur,Nadhargull,1615,78.54,17.27,538,premonsoon 2021,7.52,1740,1114,0,560,160,1.19,126,18,160,3,96,78,560,2.95,C3S1,0.01,P.S.
745,RANGAREDDY,Shamshabad,Ootlapally,1622,78.37,17.25,551,premonsoon 2021,7.51,907,580,0,350,50,0.67,33,17,38,1,48,63,380,0.85,C3S1,-0.6,P.S.
746,RANGAREDDY,Shamshabad,Palmokole,1621,78.3,17.2,561,premonsoon 2021,7.67,1210,774,0,320,160,0.48,7,45,150,3,48,39,280,3.88,C3S1,0.8,P.S.
747,RANGAREDDY,Maheswaram,Pondiyala,1609,78.38,17.12,606,premonsoon 2021,7.84,1277,817,0,570,50,2.05,40,8,130,3,16,83,380,2.89,C3S1,3.8,U.S.
748,RANGAREDDY,Rajender Nagar,Rajender Nagar,1614,78.41,17.32,526,premonsoon 2021,6.95,3163,2024,0,270,760,0.99,32,136,105,2,384,83,1300,1.26,C4S1,-20.6,P.S.
749,RANGAREDDY,Farooqnagar,Shadnagar,1618,78.18,17.06,629,premonsoon 2021,6.92,1508,965,0,390,240,0.49,61,15,46,1,144,78,680,0.77,C3S1,-5.8,P.S.
750,RANGAREDDY,Shahbad,Shahbad,1619,78.1,17.2,626,premonsoon 2021,7.39,696,445,0,310,30,0.5,5,6,19,2,72,34,320,0.46,C2S1,-0.2,P.S.
751,RANGAREDDY,Shankarpalli,Shankarpalli,1623,78.13,17.45,574,premonsoon 2021,7.41,1525,976,0,330,230,0.43,120,19,63,1,128,73,620,1.1,C3S1,-5.8,P.S.
752,RANGAREDDY,Kothur,Siddapur,1603,78.35,17.05,631,premonsoon 2021,6.96,2620,1677,0,530,310,0.32,403,32,122,25,104,175,980,1.69,C4S1,-8.99,P.S.
753,RANGAREDDY,Talakondapalli,Talakondapalli,1625,78.41,16.89,569,premonsoon 2021,7.7,864,553,0,350,40,0.81,18,6,24,1,80,44,380,0.54,C3S1,-0.6,P.S.
754,RANGAREDDY,Kothur,Teegapur,1604,78.27,17.16,577,premonsoon 2021,7.02,1702,1089,0,330,280,0.47,96,28,178,6,72,63,440,3.69,C3S1,-2.2,P.S.
755,RANGAREDDY,Yacharam,Tumotoniguda (Mall),1626,78.7,16.99,533,premonsoon 2021,8.16,1982,1268,0,930,60,4.22,27,14,387,1,32,29,200,11.9,C3S2,14.6,U.S.
756,RANGAREDDY,Chouderigudem,Vanampalli,1601,78,17.11,677,premonsoon 2021,7.3,831,532,0,70,230,0.08,11,6,46,71,24,39,220,1.36,C3S1,-3,P.S.
757,RANGAREDDY,Yacharam,Yacharam,1627,78.67,17.05,584,premonsoon 2021,7.65,1109,710,0,300,140,1.16,46,18,43,19,88,53,440,0.89,C3S1,-2.8,P.S.
758,RANGAREDDY,Shankarpalli,Yeravaguda,1624,78.13,17.41,582,premonsoon 2021,7.71,918,588,0,230,140,0.26,10,26,78,32,88,10,260,2.1,C3S1,-0.6,P.S.
759,SANGAREDDY,Ameenpur,Kistareddypet,1631,78.29,17.55,533,premonsoon 2021,7.19,2252,1441,0,320,480,0.35,124,36,237,6,152,53,600,4.21,C4S2,-5.6,P.S.
760,SANGAREDDY,Andole,Jogipet,1632,78.07,17.84,499,premonsoon 2021,7.47,330,211,0,100,20,0.19,19,3,11,1,40,5,120,0.44,C2S1,-0.4,P.S.
761,SANGAREDDY,Gummadiddla,Annaram,1633,78.38,17.63,599,premonsoon 2021,7.62,1565,1002,0,500,150,0.85,63,19,227,3,56,39,300,5.7,C3S2,4,U.S.
762,SANGAREDDY,Gummadiddla,Gummadiddla,1634,78.37,17.68,626,premonsoon 2021,7.3,1194,764,0,360,110,0.64,144,15,97,2,120,29,420,2.06,C3S1,-1.2,P.S.
763,SANGAREDDY,Hathnoora,Borapatla,1635,78.16,17.67,492,premonsoon 2021,8.14,720,461,0,310,40,1.15,4,10,47,3,88,15,280,1.22,C2S1,0.6,P.S.
764,SANGAREDDY,Hathnoora,Nasthipur,1636,78.22,17.7,511,premonsoon 2021,8.05,740,474,0,300,30,1.34,44,11,44,3,88,15,280,1.14,C2S1,0.4,P.S.
765,SANGAREDDY,Jarasangam,Jarasangam,1637,77.72,17.76,586,premonsoon 2021,7.33,982,628,0,400,30,0.32,48,5,38,1,56,63,400,0.83,C3S1,0.002,P.S.
766,SANGAREDDY,Jinnaram,Ootla,1638,78.32,17.63,558,premonsoon 2021,7.23,1427,913,0,410,160,1.23,12,25,162,1,56,39,300,4.07,C3S1,2.2,MR
767,SANGAREDDY,Kalher,Bachapally,1639,77.87,18.14,432,premonsoon 2021,7.6,1668,1068,0,420,260,0.7,11,18,142,1,112,58,520,2.71,C3S1,-2,P.S.
768,SANGAREDDY,Kalher,Masanpalli,1640,77.88,18.18,426,premonsoon 2021,7.17,1041,666,0,440,60,1.01,6,11,120,1,64,29,280,3.12,C3S1,3.2,U.S.
769,SANGAREDDY,Kalher,Meerkhanpally,1641,77.85,18.12,431,premonsoon 2021,7.84,1578,1010,0,410,220,0.71,29,31,107,1,136,49,540,2,C3S1,-2.6,P.S.
770,SANGAREDDY,Kandi,Byathole,1642,78.19,17.61,501,premonsoon 2021,7.02,2277,1457,0,370,400,1.81,133,37,256,8,152,44,560,4.7,C4S2,-3.8,P.S.
771,SANGAREDDY,Kandi,Cherlagudem,1643,78.09,17.51,577,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,SANGAREDDY,Kangti,Kangti,1644,77.62,18.22,522,premonsoon 2021,7.16,1309,838,0,440,180,0.42,1,10,146,4,64,49,360,3.35,C3S1,1.6,MR
773,SANGAREDDY,Koheer,Kothur (D),1645,77.77,17.66,617,premonsoon 2021,6.98,863,552,0,260,90,1.12,32,11,45,1,56,44,320,1.09,C3S1,-1.2,P.S.
774,SANGAREDDY,Kondapur,Kondapur,1646,78.01,17.55,534,premonsoon 2021,7.08,1348,863,0,290,190,0.34,109,19,51,3,120,58,540,0.95,C3S1,-5,P.S.
775,SANGAREDDY,Manoor,Manoor,1647,77.74,17.98,538,premonsoon 2021,7.92,585,374,0,260,20,0.29,31,7,16,1,80,19,280,0.42,C2S1,-0.4,P.S.
776,SANGAREDDY,Mogudampally,Mogudampally,1648,77.84,17.63,572,premonsoon 2021,7.65,476,305,0,160,40,0.23,16,4,32,1,40,15,160,1.1,C2S1,0.0005,P.S.
